heading,short number, Simapro group,Unit,Process,Total eco-cost (euro),kgCO2e,,,
end-of-life,F.106.03.126,"no heat recovery, waste combustion, thermoplasts",kg ,"PHB (Polyhydroxybutyrate) waste combustion, clean tech, without heat recovery",0.015951379,0,,,
end-of-life,F.106.03.127,"no heat recovery, waste combustion, thermoplasts",kg ,"PAN (Polyacrylonitrile fibres) waste combustion, clean tech, without heat recovery",0.398030272,2.808270677,,,
end-of-life,F.106.03.128,"no heat recovery, waste combustion, thermoplasts",kg ,"bio-PP (Polypropylene) waste combustion, clean tech, without heat recovery",0.035387933,0,,,
end-of-life,F.106.03.129,"no heat recovery, waste combustion, thermoplasts",kg ,"bio-PET (Polyethylene terephthalate) waste combustion, clean tech, without heat recov",0.362802509,2.582706767,,,
end-of-life,F.106.03.130,"no heat recovery, waste combustion, thermoplasts",kg ,"PEF (Polyethylene terephthalate) waste combustion, clean tech, without heat recovery",0.018230147,0,,,
end-of-life,F.106.04.101,"no heat recovery, waste combustion, thermosets",kg ,"Epoxies waste combustion, clean tech, without heat recovery",0.43507713,3.067669173,,,
end-of-life,F.106.04.102,"no heat recovery, waste combustion, thermosets",kg ,"Phenolics (Bakelite) waste combustion, clean tech, without heat recovery",0.44830904,3.169172932,,,
end-of-life,F.106.04.103,"no heat recovery, waste combustion, thermosets",kg ,"Polyester waste combustion, clean tech, without heat recovery",0.367360046,2.582706767,,,
end-of-life,F.106.05.101,"no heat recovery, waste combustion, Special plastics",kg ,"Bisphenol A  waste combustion, clean tech, without heat recovery",0.460711176,3.259398496,,,
end-of-life,F.106.05.102,"no heat recovery, waste combustion, Special plastics",kg ,"DEHP  waste combustion, clean tech, without heat recovery",0.434113311,3.056390977,,,
end-of-life,F.106.05.103,"no heat recovery, waste combustion, Special plastics",kg ,"DINP  waste combustion, clean tech, without heat recovery",0.439283537,3.090225564,,,
end-of-life,F.106.05.104,"no heat recovery, waste combustion, Special plastics",kg ,"Epichlorohydrin  waste combustion, clean tech, without heat recovery",0.729384018,1.612781955,,,
end-of-life,F.106.05.105,"no heat recovery, waste combustion, Special plastics",kg ,"EVOH  waste combustion, clean tech, without heat recovery",0.39254095,2.751879699,,,
end-of-life,F.106.05.106,"no heat recovery, waste combustion, Special plastics",kg ,"Formaldehyde  waste combustion, clean tech, without heat recovery",0.235110927,1.657894737,,,
end-of-life,F.106.05.107,"no heat recovery, waste combustion, Special plastics",kg ,"MDI  waste combustion, clean tech, without heat recovery",0.41918982,2.977443609,,,
end-of-life,F.106.05.108,"no heat recovery, waste combustion, Special plastics",kg ,"MMA monomer  waste combustion, clean tech, without heat recovery",0.351179142,2.481203008,,,
end-of-life,F.106.05.109,"no heat recovery, waste combustion, Special plastics",kg ,"Nafion  waste combustion, clean tech, without heat recovery",1.3783421,0.823308271,,,
end-of-life,F.106.05.110,"no heat recovery, waste combustion, Special plastics",kg ,"Paperfoam  waste combustion, clean tech, without heat recovery",0.014074746,0,,,
end-of-life,F.106.05.111,"no heat recovery, waste combustion, Special plastics",kg ,"PEEK (Polyetheretherketone)  waste combustion, clean tech, without heat recovery",0.446700498,3.169172932,,,
end-of-life,F.106.05.112,"no heat recovery, waste combustion, Special plastics",kg ,"PEI (Polyether Imide) waste combustion, clean tech, without heat recovery",0.4335,3.259398496,,,
end-of-life,F.106.05.113,"no heat recovery, waste combustion, Special plastics",kg ,"Phthalic anhydride waste combustion, clean tech, without heat recovery",0.374693966,2.684210526,,,
end-of-life,F.106.05.114,"no heat recovery, waste combustion, Special plastics",kg ,"Polyether-polyols waste combustion, clean tech, without heat recovery",0.452406904,3.203007519,,,
end-of-life,F.106.05.115,"no heat recovery, waste combustion, Special plastics",kg ,"PPS  waste combustion, clean tech, without heat recovery",6.5947107,2.751879699,,,
end-of-life,F.106.05.116,"no heat recovery, waste combustion, Special plastics",kg ,"PVOH (PVA) waste combustion, clean tech, without heat recovery",0.317693966,2.255639098,,,
end-of-life,F.106.05.117,"no heat recovery, waste combustion, Special plastics",kg ,"TDI waste combustion, clean tech, without heat recovery",0.361972735,2.571428571,,,
end-of-life,F.106.06.101,"no heat recovery, waste combustion, Additives",kg ,"AKD (Alkyl ketene dimers) waste combustion, clean tech, without heat recovery",0.018766328,0,,,
end-of-life,F.106.06.102,"no heat recovery, waste combustion, Additives",kg ,"ASA (Acrylonitrile styrene acrylate) waste combustion, clean tech, without heat recov",0.341393842,2.481203008,,,
end-of-life,F.106.06.103,"no heat recovery, waste combustion, Additives",kg ,"Rosin (from wood, pine) waste combustion, clean tech, without heat recovery",0.011393842,0,,,
end-of-life,F.108.01.101,"waste treatment, packaging end-of-life (municipal waste incineration)",m2 ,film HDPE 50 mu in mun waste inc,0.008146381,0.060904802,,,
end-of-life,F.108.01.102,"waste treatment, packaging end-of-life (municipal waste incineration)",m2 ,film LDPE 50 mu in mun waste inc,0.008146381,0.060904802,,,
end-of-life,F.108.01.103,"waste treatment, packaging end-of-life (municipal waste incineration)",m2 ,film PC 50 mu in mun waste inc,0.012722256,0.095339293,,,
end-of-life,F.108.01.104,"waste treatment, packaging end-of-life (municipal waste incineration)",m2 ,film PET / PE+EVOH+PE 62 mu in mun waste inc,0.010713361,0.080107722,,,
end-of-life,F.108.01.105,"waste treatment, packaging end-of-life (municipal waste incineration)",m2 ,film PET 50 mu in mun waste inc,0.012833399,0.09620706,,,
end-of-life,F.108.01.106,"waste treatment, packaging end-of-life (municipal waste incineration)",m2 ,film PET+ALOx / LDPE 62 mu in mun waste inc,0.010653861,0.079711805,,,
end-of-life,F.108.01.107,"waste treatment, packaging end-of-life (municipal waste incineration)",m2 ,film PET+PVOH / LDPE 62 mu in mun waste inc,0.014249508,0.106763233,,,
end-of-life,F.108.01.108,"waste treatment, packaging end-of-life (municipal waste incineration)",m2 ,film PLA (biobased) 50 mu in mun waste inc,-0.008378141,-0.063218296,,,
end-of-life,F.108.01.109,"waste treatment, packaging end-of-life (municipal waste incineration)",m2 ,film PP 50 mu in mun waste inc,0.008393993,0.062783576,,,
end-of-life,F.108.01.110,"waste treatment, packaging end-of-life (municipal waste incineration)",m2 ,film PP+PVDC 62 mu in mun waste inc,0.00889722,0.066547775,,,
end-of-life,F.108.01.111,"waste treatment, packaging end-of-life (municipal waste incineration)",m2 ,film PS (shrink) 50 mu in mun waste inc,0.011821655,0.088519669,,,
end-of-life,F.108.01.112,"waste treatment, packaging end-of-life (municipal waste incineration)",m2 ,"film PVC (stiff, shrink) 50 mu in mun waste inc",0.00620595,0.047214471,,,
end-of-life,F.110.01.100,"waste treatment, recycling credit metals (note: can only be applied when the a market mix is used at the input, not for secondary metals at the input, since that would cause double counting)",kg ,Metals open loop recycling credit,0,0,,,
end-of-life,F.110.01.101,"waste treatment, recycling credit metals (note: can only be applied when the a market mix is used at the input, not for secondary metals at the input, since that would cause double counting)",kg ,"Aluminium, recycling credit closed loop (76% virgin part trade mix)",-2.150750396,-6.708883308,,,
end-of-life,F.110.01.102,"waste treatment, recycling credit metals (note: can only be applied when the a market mix is used at the input, not for secondary metals at the input, since that would cause double counting)",kg ,"Copper, recycling credit closed loop (45% virgin part in trade mix)",-2.376805612,-1.529817444,,,
end-of-life,F.110.01.103,"waste treatment, recycling credit metals (note: can only be applied when the a market mix is used at the input, not for secondary metals at the input, since that would cause double counting)",kg ,"Gold, recycling credit closed loop (80% virgin part trade mix)",-26941.68215,-15556.25564,,,
end-of-life,F.110.01.104,"waste treatment, recycling credit metals (note: can only be applied when the a market mix is used at the input, not for secondary metals at the input, since that would cause double counting)",kg ,"Lead, recycling credit  closed loop (25% virgin part in trade mix)",-0.570924167,-0.362237173,,,
end-of-life,F.110.01.105,"waste treatment, recycling credit metals (note: can only be applied when the a market mix is used at the input, not for secondary metals at the input, since that would cause double counting)",kg ,"Magnesium, recycling credit closed loop (90% virgin part in trade mix)",-4.041327003,-26.37649624,,,
end-of-life,F.110.01.106,"waste treatment, recycling credit metals (note: can only be applied when the a market mix is used at the input, not for secondary metals at the input, since that would cause double counting)",kg ,"Nickel, recycling credit closed loop (66% virgin part in trade mix)",-20.27753175,-9.344386466,,,
end-of-life,F.110.01.107,"waste treatment, recycling credit metals (note: can only be applied when the a market mix is used at the input, not for secondary metals at the input, since that would cause double counting)",kg ,"Palladium, recycling credit  closed loop (91% virgin part in trade mix)",-27757.65481,-24041.89398,,,
end-of-life,F.110.01.108,"waste treatment, recycling credit metals (note: can only be applied when the a market mix is used at the input, not for secondary metals at the input, since that would cause double counting)",kg ,"Platinum, recycling credit  closed loop (88.5% virgin part in trade mix)",-21190.13408,-32269.69774,,,
end-of-life,F.110.01.109,"waste treatment, recycling credit metals (note: can only be applied when the a market mix is used at the input, not for secondary metals at the input, since that would cause double counting)",kg ,"Rhodium, recycling credit  closed loop (91% virgin part in trade mix)",-17408.61279,-33008.88271,,,
end-of-life,F.110.01.110,"waste treatment, recycling credit metals (note: can only be applied when the a market mix is used at the input, not for secondary metals at the input, since that would cause double counting)",kg ,"Silver, recycling credit closed loop (45% virgin part trade mix)",-321.3867813,-55.48451128,,,
end-of-life,F.110.01.111,"waste treatment, recycling credit metals (note: can only be applied when the a market mix is used at the input, not for secondary metals at the input, since that would cause double counting)",kg ,"Steel, recycling credit closed loop (56% virgin part in trade mix)",-0.062583107,-0.181893895,,,
end-of-life,F.110.01.112,"waste treatment, recycling credit metals (note: can only be applied when the a market mix is used at the input, not for secondary metals at the input, since that would cause double counting)",kg ,"Titanium, recycling credit  closed loop (81% virgin part in trade mix)",-14.26876566,-9.476589474,,,
end-of-life,F.110.01.113,"waste treatment, recycling credit metals (note: can only be applied when the a market mix is used at the input, not for secondary metals at the input, since that would cause double counting)",kg ,"Zinc, recycling credit closed loop (69% virgin part in trade mix)",-1.744025242,-1.838283684,,,
end-of-life,F.120.01.100,"waste treatment, upcycling credit plastics ",kg ,Plastics open loop recycling credit,0,0,,,
end-of-life,F.120.01.101,"waste treatment, upcycling credit plastics ",kg ,"ABS, closed loop chemical upcycling credit",-0.706973057,0.337114338,,,
end-of-life,F.120.01.102,"waste treatment, upcycling credit plastics ",kg ,"bio-PE (Polyethylene), closed loop chemical upcycling credit",-0.631211928,0.643624549,,,
end-of-life,F.120.01.103,"waste treatment, upcycling credit plastics ",kg ,"CA (Cellulose polymers), closed loop chemical upcycling credit",0,0,,,
end-of-life,F.120.01.104,"waste treatment, upcycling credit plastics ",kg ,"EVA (Ethylene vinyl acetate), closed loop chemical upcycling credit",-0.462185971,0.770426316,,,
end-of-life,F.120.01.105,"waste treatment, upcycling credit plastics ",kg ,"Ionomer, closed loop chemical upcycling credit",-0.736973517,0.274191015,,,
end-of-life,F.120.01.106,"waste treatment, upcycling credit plastics ",kg ,"PA-11 (nylon-11), closed loop chemical upcycling credit",-0.6123,0,,,
end-of-life,F.120.01.107,"waste treatment, upcycling credit plastics ",kg ,"PA (nylons, polyamides), closed loop chemical upcycling credit",-0.528660501,0.557127895,,,
end-of-life,F.120.01.108,"waste treatment, upcycling credit plastics ",kg ,"PC (Polycarbonate), closed loop chemical upcycling credit",-0.655018419,0.502412361,,,
end-of-life,F.120.01.109,"waste treatment, upcycling credit plastics ",kg ,"PE (Polyethylene), closed loop chemical upcycling credit",-0.736973517,0.274191015,,,
end-of-life,F.120.01.111,"waste treatment, upcycling credit plastics ",kg ,"PET (Polyethylene terephthalate, closed loop chemical upcycling credit",-0.740374201,-1.048381053,,,
end-of-life,F.120.01.112,"waste treatment, upcycling credit plastics ",kg ,"PHA, PHB (Polyhydroxyalkanoates), closed loop chemical upcycling credit",0,0,,,
end-of-life,F.120.01.113,"waste treatment, upcycling credit plastics ",kg ,"PLA (Polylactide), closed loop chemical upcycling credit",0,0,,,
end-of-life,F.120.01.114,"waste treatment, upcycling credit plastics ",kg ,"PMMA (Acrilylic Polymethyl Methacrylate), closed loop chemical upcycling credit",-0.424257678,0.834749925,,,
end-of-life,F.120.01.115,"waste treatment, upcycling credit plastics ",kg ,"POM, Acetal (Polyoxymethylene), closed loop chemical upcycling credit",-0.189141717,1.211771429,,,
end-of-life,F.120.01.116,"waste treatment, upcycling credit plastics ",kg ,"PP (Polypropylene), closed loop chemical upcycling credit",-0.736973517,0.274191015,,,
end-of-life,F.120.01.117,"waste treatment, upcycling credit plastics ",kg ,"PS (Polystyrene), closed loop chemical upcycle credit",-0.784598402,0.359186414,,,
end-of-life,F.120.01.118,"waste treatment, upcycling credit plastics ",kg ,"PTFE, Teflon (Polytetrafluoroethylene), closed loop chemical upcycling credit",-0.291392304,1.410662556,,,
end-of-life,F.120.01.119,"waste treatment, upcycling credit plastics ",kg ,"PTT (Polyltrimethylene terephthalate), closed loop chemical upcycling credit",-0.292965446,0.890751805,,,
end-of-life,F.120.01.120,"waste treatment, upcycling credit plastics ",kg ,"PUR (Polyethane), closed loop chemical upcycling credit",-0.585405143,0.542334692,,,
end-of-life,F.120.01.121,"waste treatment, upcycling credit plastics ",kg ,"PVC (Polyvinylchloride), closed loop chemical upcycling credit",-0.283016377,0.392536677,,,
end-of-life,F.120.01.122,"waste treatment, upcycling credit plastics ",kg ,"Starch-PBS 50%-50% blend biodegradeble plastic, closed loop chemical upcycling credit",0,0,,,
end-of-life,F.120.01.123,"waste treatment, upcycling credit plastics ",kg ,"PBS (Polybutylene succinate), closed loop chemical upcycling credit",-1.31E-17,-5.67E-17,,,
end-of-life,F.120.01.124,"waste treatment, upcycling credit plastics ",kg ,"PBAT (polybutylene adipate-co-terephthalate), closed loop chemical upcycling credit",-4.83E-17,-3.31E-16,,,
end-of-life,F.120.01.125,"waste treatment, upcycling credit plastics ",kg ,"PAN (Polyacrylonitrile fibres), closed loop chemical upcycling credit",-0.574733517,0.274191015,,,
end-of-life,F.120.01.126,"waste treatment, upcycling credit plastics ",kg ,"Bio-PP (Polypropylene), closed loop chemical upcycling credit",-0.631211928,0.643624549,,,
end-of-life,F.120.01.127,"waste treatment, upcycling credit plastics ",kg ,"Bio-PET (Polyethylene terephthalate), closed loop chemical upcycling credit",-0.740374201,-1.048381053,,,
end-of-life,F.120.01.128,"waste treatment, upcycling credit plastics ",kg ,"PEF (Polyethylene furan-2,5-dicarboxylate), closed loop chemical upcycling credit",0,0,,,
end-of-life,F.130.01.101,"waste treatment, waste handling, collection & sorting",kg ,anaerobic digestion (fermentation) cow dung,-0.011115999,-0.081655722,,,
end-of-life,F.130.01.102,"waste treatment, waste handling, collection & sorting",kg ,anaerobic digestion (fermentation) food waste,-0.038778411,-0.267359466,,,
end-of-life,F.130.01.103,"waste treatment, waste handling, collection & sorting",kg ,anaerobic digestion (fermentation) garden waste,-0.033303416,-0.230604647,,,
end-of-life,F.130.01.104,"waste treatment, waste handling, collection & sorting",kg ,composting biodegradable plastics,0,0,,,
end-of-life,F.130.01.105,"waste treatment, waste handling, collection & sorting",kg ,composting organic waste (without transport),-0.003257289,-0.019121735,,,
end-of-life,F.130.01.106,"waste treatment, waste handling, collection & sorting",kg ,landfill (inert waste),0.141,0,,,
end-of-life,F.130.01.107,"waste treatment, waste handling, collection & sorting",kg ,landfill organic waste without CH4 emission prevention,0.342227461,2.527443609,,,
end-of-life,F.130.01.108,"waste treatment, waste handling, collection & sorting",kg ,Torrefied wood excl EoL credit,0.024833234,0.14799906,,,
end-of-life,F.130.01.109,"waste treatment, waste handling, collection & sorting",kg ,Torrefied wood incl EoL credit,-0.257539641,-1.747630977,,,
end-of-life,F.130.01.110,"waste treatment, waste handling, collection & sorting",kg ,Waste to recycling prosesses,0,0,,,
end-of-life,F.130.03.101,"waste treatment, waste handling, collection & sorting",kg ,"plastic waste, collection&sorting",0.027408622,0.099620489,,,
end-of-life,F.130.03.102,"waste treatment, waste handling, collection & sorting",kg ,"Scrap separation Mn, Fe, Cu, Ni and Zn",0.002589033,0.014994255,,,
end-of-life,F.130.03.103,"waste treatment, waste handling, collection & sorting",kg ,"Scrap, collection&sorting (alum.)",0.013704311,0.049810246,,,
end-of-life,F.130.03.104,"waste treatment, waste handling, collection & sorting",kg ,"Scrap, collection&sorting (copper)",0.013704311,0.049810246,,,
end-of-life,F.130.03.105,"waste treatment, waste handling, collection & sorting",kg ,"Scrap, collection&sorting (iron and glass)",0.009136207,0.033206831,,,
end-of-life,F.130.03.106,"waste treatment, waste handling, collection & sorting",kg ,"Scrap, collection&sorting (other non-ferro metals)",0.027408622,0.099620489,,,
end-of-life,F.130.03.107,"waste treatment, waste handling, collection & sorting",kg ,"Scrap, collection&sorting (Pb)",0.022840518,0.083017075,,,
end-of-life,F.130.03.108,"waste treatment, waste handling, collection & sorting",kg ,"Scrap, collection&sorting (Stainless st)",0.027408622,0.099620489,,,
end-of-life,F.130.05.101,"waste treatment, waste handling, collection & sorting",kg ,Carbon storage in wood >100 years (per kg wood 12%MC),0.2265,1.703007519,,,
end-of-life,F.130.05.102,"waste treatment, waste handling, collection & sorting",kg ,landfill of bio-PE (incl carbon sequestration),-0.33,-3.541353383,,,
end-of-life,F.130.05.103,"waste treatment, waste handling, collection & sorting",kg ,landfill of bio-PP (incl carbon sequestration),-0.33,-3.541353383,,,
end-of-life,F.130.05.104,"waste treatment, waste handling, collection & sorting",kg ,landfill of bio-PET (incl carbon sequestration),0.0753,-0.493984962,,,
end-of-life,F.130.05.105,"waste treatment, waste handling, collection & sorting",kg ,landfill of PEF (incl carbon sequestration),-0.1485,-2.176691729,,,
end-of-life,F.130.05.106,"waste treatment, waste handling, collection & sorting",kg ,landfill of PA-11 (Nylon-11) (incl carbon sequestration),-0.228,-2.77443609,,,
end-of-life,F.130.05.107,"waste treatment, waste handling, collection & sorting",,landfill of biodegradable bioplastics,0,0,,,
end-of-life,F.130.07.101,"waste treatment, waste handling, collection & sorting",kg ,Carbon uptake per kg Cement < 100 years,0.1335,-0.056390977,,,
end-of-life,F.130.07.102,"waste treatment, waste handling, collection & sorting",kg ,Carbon uptake per kg Cement > 100 years,0.123,-0.135338346,,,
food,M.020.01.101,"Material, Food, Potatoes and root vegetables",kg ,Pre-baked frozen fries,0.503661531,2.746916015,,,
food,M.020.01.102,"Material, Food, Potatoes and root vegetables",kg ,Potatoes without skin,0.094183759,0.382833789,,,
food,M.020.02.101,"Material, Food, Alcoholic beverages",kg ,Beer (bottle),0.091240829,0.467009594,,,
food,M.020.02.102,"Material, Food, Alcoholic beverages",kg ,Young gin,0.424731275,2.596865188,,,
food,M.020.02.103,"Material, Food, Alcoholic beverages",kg ,"Wine, red",0.395033556,2.105936015,,,
food,M.020.02.104,"Material, Food, Alcoholic beverages",kg ,"Wine, rose",0.412046114,2.235521729,,,
food,M.020.02.105,"Material, Food, Alcoholic beverages",kg ,"Wine, white dry",0.429058662,2.365107368,,,
food,M.020.03.101,"Material, Food, Bread",kg ,"Baguette, white",0.249094107,1.126747895,,,
food,M.020.03.102,"Material, Food, Bread",kg ,"Bread, multigrain",0.24334206,1.095656692,,,
food,M.020.03.103,"Material, Food, Bread",kg ,"Bread, rye",0.265413089,1.331091504,,,
food,M.020.03.104,"Material, Food, Bread",kg ,"Bread, white water",0.24342558,1.088296617,,,
food,M.020.03.105,"Material, Food, Bread",kg ,"Bread, whole wheat",0.205580372,0.931701654,,,
food,M.020.03.106,"Material, Food, Bread",kg ,Currant Bun,0.353776771,1.618934211,,,
food,M.020.03.107,"Material, Food, Bread",kg ,Crispbread,0.356984266,1.693345338,,,
food,M.020.03.108,"Material, Food, Bread",kg ,Croissant,0.464137189,2.311438722,,,
food,M.020.03.109,"Material, Food, Bread",kg ,"White bread, hard",0.24342558,1.088296617,,,
food,M.020.03.110,"Material, Food, Bread",kg ,"White bread, soft",0.24342558,1.088296617,,,
food,M.020.04.101,"Material, Food, Miscellaneous",kg ,Mealworms,0.842557638,3.726263008,,,
food,M.020.04.102,"Material, Food, Miscellaneous",kg ,"Seaweed kelp, raw",0.083495442,0.521108053,,,
food,M.020.05.101,"Material, Food, Eggs",kg ,Chicken egg,1.133133928,3.784413684,,,
food,M.020.06.101,"Material, Food, Fruit",kg ,Applesauce (can),0.311735181,1.865481278,,,
food,M.020.06.102,"Material, Food, Fruit",kg ,Applesauce (glass),0.336525968,1.933251805,,,
food,M.020.06.103,"Material, Food, Fruit",kg ,Apple,0.070062433,0.355902729,,,
food,M.020.06.104,"Material, Food, Fruit",kg ,Apricots,0.153620774,0.815952707,,,
food,M.020.06.105,"Material, Food, Fruit",kg ,Avocado,0.160425728,0.750433128,,,
food,M.020.06.106,"Material, Food, Fruit",kg ,Banana,0.092792314,0.396328827,,,
food,M.020.06.107,"Material, Food, Fruit",kg ,Coconut milk (can),0.242580192,1.382022707,,,
food,M.020.06.108,"Material, Food, Fruit",kg ,Coconut milk (pack),0.148050897,0.83400218,,,
food,M.020.06.109,"Material, Food, Fruit",kg ,"Dates, dried",0.384595079,1.722611579,,,
food,M.020.06.110,"Material, Food, Fruit",kg ,"Figs, dried",0.537861596,2.746516165,,,
food,M.020.06.111,"Material, Food, Fruit",kg ,Figs,0.155068389,0.806761805,,,
food,M.020.06.112,"Material, Food, Fruit",kg ,Fruit snack,0.234137565,1.342505639,,,
food,M.020.06.113,"Material, Food, Fruit",kg ,Grapes,0.137218745,0.709914752,,,
food,M.020.06.114,"Material, Food, Fruit",kg ,Kiwi,0.106854475,0.464329737,,,
food,M.020.06.115,"Material, Food, Fruit",kg ,Lemon,0.085694787,0.448789293,,,
food,M.020.06.116,"Material, Food, Fruit",kg ,Mandarine,0.108619912,0.504672218,,,
food,M.020.06.117,"Material, Food, Fruit",kg ,Mango,0.204030261,1.164340977,,,
food,M.020.06.118,"Material, Food, Fruit",kg ,Honeydew melon,0.106617437,0.598236451,,,
food,M.020.06.119,"Material, Food, Fruit",kg ,Olives (can),0.335955084,1.578170977,,,
food,M.020.06.120,"Material, Food, Fruit",kg ,Olives (glass),0.360745867,1.645941504,,,
food,M.020.06.121,"Material, Food, Fruit",kg ,Orange,0.08790811,0.412456639,,,
food,M.020.06.122,"Material, Food, Fruit",kg ,Peach,0.086203722,0.435833842,,,
food,M.020.06.123,"Material, Food, Fruit",kg ,Pineapple,0.08542884,0.362368331,,,
food,M.020.06.124,"Material, Food, Fruit",kg ,Strawberries,0.758160794,5.099893308,,,
food,M.020.07.101,"Material, Food, Pastries and cookies",kg ,Stuffed biscuit,0.92172978,3.788028195,,,
food,M.020.07.102,"Material, Food, Pastries and cookies",kg ,Apple pie with butter,0.819259297,3.409206842,,,
food,M.020.07.103,"Material, Food, Pastries and cookies",kg ,Apple pie with margarine,0.433039919,2.177357218,,,
food,M.020.07.104,"Material, Food, Pastries and cookies",kg ,"Biscuit, wheat/whole wheat",0.617692993,3.402217594,,,
food,M.020.07.105,"Material, Food, Pastries and cookies",kg ,"Biscuit, fruit",0.614246499,2.606782632,,,
food,M.020.07.106,"Material, Food, Pastries and cookies",kg ,Biscuit,0.559382174,2.983690902,,,
food,M.020.07.107,"Material, Food, Pastries and cookies",kg ,Gingerbread,0.276669241,1.277986992,,,
food,M.020.07.108,"Material, Food, Pastries and cookies",kg ,Cake with butter,1.598708745,5.608425564,,,
food,M.020.07.109,"Material, Food, Pastries and cookies",kg ,Cake without butter,0.76467764,3.146086541,,,
food,M.020.07.110,"Material, Food, Pastries and cookies",kg ,Syrup waffle,0.863095783,3.737066316,,,
food,M.020.08.101,"Material, Food, Grain products and binders",kg ,"Bread dough, pizza base/pie",0.303368889,1.355450752,,,
food,M.020.08.102,"Material, Food, Grain products and binders",kg ,Wheat flour,0.253956196,0.919031729,,,
food,M.020.08.103,"Material, Food, Grain products and binders",kg ,"Muesli, crispy with fruit",0.405060495,1.829107895,,,
food,M.020.08.104,"Material, Food, Grain products and binders",kg ,Oatmeal,0.279122612,1.10445203,,,
food,M.020.08.105,"Material, Food, Grain products and binders",kg ,Pasta,0.31415931,1.308254962,,,
food,M.020.08.106,"Material, Food, Grain products and binders",kg ,"Rice, pericarp",0.481320536,2.22300797,,,
food,M.020.08.107,"Material, Food, Grain products and binders",kg ,"Rice, white",0.574440198,2.594775564,,,
food,M.020.09.101,"Material, Food, Vegetable",kg ,Bean sprouts,0.242834127,1.574665263,,,
food,M.020.09.102,"Material, Food, Vegetable",kg ,Frozen green beans (plastic),0.222389323,0.94888797,,,
food,M.020.09.103,"Material, Food, Vegetable",kg ,Green beans (can),0.309994758,1.443915414,,,
food,M.020.09.104,"Material, Food, Vegetable",kg ,Green beans (glass),0.334785532,1.511685865,,,
food,M.020.09.105,"Material, Food, Vegetable",kg ,Green beans (plastic),0.164456128,0.545400098,,,
food,M.020.09.106,"Material, Food, Vegetable",kg ,Broccoli,0.197665591,0.638269338,,,
food,M.020.09.107,"Material, Food, Vegetable",kg ,Carrot,0.065939227,0.269936308,,,
food,M.020.09.108,"Material, Food, Vegetable",kg ,Cauliflower,0.197665591,0.638269338,,,
food,M.020.09.109,"Material, Food, Vegetable",kg ,Chicory,0.094065075,0.359790602,,,
food,M.020.09.110,"Material, Food, Vegetable",kg ,Zucchini,0.274318512,1.68438015,,,
food,M.020.09.111,"Material, Food, Vegetable",kg ,Cucumber with peel,0.222673751,1.570150301,,,
food,M.020.09.112,"Material, Food, Vegetable",kg ,Kale,0.105476319,0.408757053,,,
food,M.020.09.113,"Material, Food, Vegetable",kg ,"Lettuce, medium",0.100064119,0.396945293,,,
food,M.020.09.114,"Material, Food, Vegetable",kg ,Lettuce,0.100064119,0.396945293,,,
food,M.020.09.115,"Material, Food, Vegetable",kg ,Mushrooms,0.380800474,2.160661579,,,
food,M.020.09.116,"Material, Food, Vegetable",kg ,Onion,0.083841294,0.324402774,,,
food,M.020.09.117,"Material, Food, Vegetable",kg ,Peas with carrots (canned),0.305248444,1.549586391,,,
food,M.020.09.118,"Material, Food, Vegetable",kg ,Peas with carrots (glass),0.33003922,1.617356842,,,
food,M.020.09.119,"Material, Food, Vegetable",kg ,"Peas, frozen",0.141780031,0.548743977,,,
food,M.020.09.120,"Material, Food, Vegetable",kg ,"Spinach, frozen",0.21707021,0.92353594,,,
food,M.020.09.121,"Material, Food, Vegetable",kg ,Bell pepper,0.369794037,2.660549774,,,
food,M.020.09.122,"Material, Food, Vegetable",kg ,Corn (canned),0.305002998,1.445187293,,,
food,M.020.09.123,"Material, Food, Vegetable",kg ,Corn (glass),0.329793786,1.51295782,,,
food,M.020.09.124,"Material, Food, Vegetable",kg ,Tomato,0.204760011,1.494496917,,,
food,M.020.10.101,"Material, Food, Savory sandwich filling",kg ,Fish salade,1.173912429,6.373438346,,,
food,M.020.10.102,"Material, Food, Savory sandwich filling",kg ,Hummus natural,1.006193063,6.301427444,,,
food,M.020.10.103,"Material, Food, Savory sandwich filling",kg ,Peanut butter,1.396286072,9.03787594,,,
food,M.020.11.101,"Material, Food, Savory sauces",kg ,"Gravy from gravy powder, 25% fat",0.311387046,1.597059624,,,
food,M.020.11.102,"Material, Food, Savory sauces",kg ,French fries sauce,0.591979785,2.826817068,,,
food,M.020.11.103,"Material, Food, Savory sauces",kg ,Mayonnaise,1.165078735,5.712528647,,,
food,M.020.11.104,"Material, Food, Savory sauces",kg ,Oriental sauce (glass),0.453001103,2.106441504,,,
food,M.020.11.105,"Material, Food, Savory sauces",kg ,Tomato sauce (glass),0.220581508,1.150861203,,,
food,M.020.12.101,"Material, Food, Savory snacks and pretzels",kg ,"Chips, potato",0.86206243,4.722280075,,,
food,M.020.12.102,"Material, Food, Savory snacks and pretzels",kg ,"Croquette, beef",2.046438741,6.607436541,,,
food,M.020.12.103,"Material, Food, Savory snacks and pretzels",kg ,Popcorn,0.210250659,0.912212556,,,
food,M.020.12.104,"Material, Food, Savory snacks and pretzels",kg ,Sausage roll,1.400666298,5.257515639,,,
food,M.020.12.105,"Material, Food, Savory snacks and pretzels",kg ,Frikandel,0.911871435,3.917461429,,,
