name,emission_factor,unit_standard,unit_original,source,region,category,base_year,source_dept,tier,search_text
柿餅,0.65,盒,盒,Taiwan EPA,TW,Taiwan Local,2017,味衛佳柿餅觀光農場、新竹縣政府環境保護局,1,柿餅 盒 台灣 環保署
良質米(高雄139號品種),6.5,包,包,Taiwan EPA,TW,Taiwan Local,2017,東里碾米工廠,1,良質米(高雄139號品種) 包 台灣 環保署
山穀米(台梗4號),5.5,包,包,Taiwan EPA,TW,Taiwan Local,2017,東里碾米工廠,1,山穀米(台梗4號) 包 台灣 環保署
芋香米(台梗4號),3.4,包,包,Taiwan EPA,TW,Taiwan Local,2017,東里碾米工廠,1,芋香米(台梗4號) 包 台灣 環保署
營養麵條,7.26,包,包,Taiwan EPA,TW,Taiwan Local,2017,合進商行關廟廠、台南市政府環境保護局,1,營養麵條 包 台灣 環保署
麵線,1.24,包,包,Taiwan EPA,TW,Taiwan Local,2017,合進商行關廟廠、臺南市政府環境保護局,1,麵線 包 台灣 環保署
拉麵,1.49,包,包,Taiwan EPA,TW,Taiwan Local,2017,合進商行關廟廠、臺南市政府環境保護局,1,拉麵 包 台灣 環保署
意麵,1.13,包,包,Taiwan EPA,TW,Taiwan Local,2017,合進商行關廟廠、臺南市政府環境保護局,1,意麵 包 台灣 環保署
刀削麵,1.13,包,包,Taiwan EPA,TW,Taiwan Local,2017,合進商行關廟廠、臺南市政府環境保護局,1,刀削麵 包 台灣 環保署
柳橙汁(寶特瓶裝，450ml),0.254,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2017,環境部,1,柳橙汁(寶特瓶裝，450ml) 瓶 台灣 環保署
可樂(寶特瓶裝，2L),0.644,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2017,環境部,1,可樂(寶特瓶裝，2L) 瓶 台灣 環保署
可樂(寶特瓶裝，600ml),0.398,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2017,環境部,1,可樂(寶特瓶裝，600ml) 瓶 台灣 環保署
芝麻油(217ml),0.62,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2017,環境部、福壽實業股份有限公司,1,芝麻油(217ml) 瓶 台灣 環保署
芝麻油(543 ml),1.22,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2017,環境部、福壽實業股份有限公司,1,芝麻油(543 ml) 瓶 台灣 環保署
芝麻油,1.4,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,環境部、福壽實業股份有限公司,1,芝麻油 kg 台灣 環保署
烏龍麵,1.85,包,包,Taiwan EPA,TW,Taiwan Local,2017,合進商行關廟廠、臺南市政府環境保護局,1,烏龍麵 包 台灣 環保署
原味關廟麵,1.85,包,包,Taiwan EPA,TW,Taiwan Local,2017,合進商行關廟廠、臺南市政府環境保護局,1,原味關廟麵 包 台灣 環保署
麵條,1.24,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,合進商行關廟廠、臺南市政府環境保護局,1,麵條 kg 台灣 環保署
咖啡菇(鮑魚菇),0.32,盒,盒,Taiwan EPA,TW,Taiwan Local,2017,國立曾文高級農工職業學校、臺南市政府環境保護局,1,咖啡菇(鮑魚菇) 盒 台灣 環保署
咖啡菇(豬肚菇),0.309,盒,盒,Taiwan EPA,TW,Taiwan Local,2017,國立曾文高級農工職業學校、臺南市政府環境保護局,1,咖啡菇(豬肚菇) 盒 台灣 環保署
咖啡菇(黑木耳),0.279,盒,盒,Taiwan EPA,TW,Taiwan Local,2017,國立曾文高級農工職業學校、臺南市政府環境保護局,1,咖啡菇(黑木耳) 盒 台灣 環保署
咖啡菇(猴頭菇),0.341,盒,盒,Taiwan EPA,TW,Taiwan Local,2017,國立曾文高級農工職業學校、臺南市政府環境保護局,1,咖啡菇(猴頭菇) 盒 台灣 環保署
咖啡菇(夏雪菇),0.287,盒,盒,Taiwan EPA,TW,Taiwan Local,2017,國立曾文高級農工職業學校、臺南市政府環境保護局,1,咖啡菇(夏雪菇) 盒 台灣 環保署
咖啡菇(珊瑚菇),0.282,盒,盒,Taiwan EPA,TW,Taiwan Local,2017,國立曾文高級農工職業學校、臺南市政府環境保護局,1,咖啡菇(珊瑚菇) 盒 台灣 環保署
咖啡菇(柳松菇),0.322,盒,盒,Taiwan EPA,TW,Taiwan Local,2017,國立曾文高級農工職業學校、臺南市政府環境保護局,1,咖啡菇(柳松菇) 盒 台灣 環保署
咖啡菇(秀珍菇),0.288,盒,盒,Taiwan EPA,TW,Taiwan Local,2017,國立曾文高級農工職業學校、臺南市政府環境保護局,1,咖啡菇(秀珍菇) 盒 台灣 環保署
咖啡菇(杏鮑菇),0.339,盒,盒,Taiwan EPA,TW,Taiwan Local,2017,國立曾文高級農工職業學校、臺南市政府環境保護局,1,咖啡菇(杏鮑菇) 盒 台灣 環保署
咖啡菇(冬雪菇),0.286,盒,盒,Taiwan EPA,TW,Taiwan Local,2017,國立曾文高級農工職業學校、臺南市政府環境保護局,1,咖啡菇(冬雪菇) 盒 台灣 環保署
無線滑鼠,3.76,piece,支,Taiwan EPA,TW,Taiwan Local,2017,環境部,1,無線滑鼠 piece 台灣 環保署
咖啡菇(斤耳),0.278,盒,盒,Taiwan EPA,TW,Taiwan Local,2017,國立曾文高級農工職業學校、臺南市政府環境保護局,1,咖啡菇(斤耳) 盒 台灣 環保署
咖啡菇,0.3,盒,盒,Taiwan EPA,TW,Taiwan Local,2017,國立曾文高級農工職業學校、臺南市政府環境保護局,1,咖啡菇 盒 台灣 環保署
"人孔短管(長度120cm，內徑1,500mm)",669.0,piece,個,Taiwan EPA,TW,Taiwan Local,2017,中興工程顧問股份有限公司,1,"人孔短管(長度120cm，內徑1,500mm) piece 台灣 環保署"
"人孔短管(長度90cm，內徑1,500mm)",501.0,piece,個,Taiwan EPA,TW,Taiwan Local,2017,中興工程顧問股份有限公司,1,"人孔短管(長度90cm，內徑1,500mm) piece 台灣 環保署"
"人孔短管(長度60cm，內徑1,500mm)",333.0,piece,個,Taiwan EPA,TW,Taiwan Local,2017,中興工程顧問股份有限公司,1,"人孔短管(長度60cm，內徑1,500mm) piece 台灣 環保署"
"人孔短管(長度30cm，內徑1,500mm)",164.0,piece,個,Taiwan EPA,TW,Taiwan Local,2017,中興工程顧問股份有限公司,1,"人孔短管(長度30cm，內徑1,500mm) piece 台灣 環保署"
"人孔大小頭(內徑1,500mm)",393.0,piece,個,Taiwan EPA,TW,Taiwan Local,2017,中興工程顧問股份有限公司,1,"人孔大小頭(內徑1,500mm) piece 台灣 環保署"
"人孔底座(內徑1,500mm)",1120.0,piece,個,Taiwan EPA,TW,Taiwan Local,2017,中興工程顧問股份有限公司,1,"人孔底座(內徑1,500mm) piece 台灣 環保署"
"人孔短管(長度120cm，內徑1,200mm)",452.0,piece,個,Taiwan EPA,TW,Taiwan Local,2017,中興工程顧問股份有限公司,1,"人孔短管(長度120cm，內徑1,200mm) piece 台灣 環保署"
"人孔短管(長度90cm，內徑1,200mm)",338.0,piece,個,Taiwan EPA,TW,Taiwan Local,2017,中興工程顧問股份有限公司,1,"人孔短管(長度90cm，內徑1,200mm) piece 台灣 環保署"
"人孔短管(長度30cm，內徑1,200mm)",111.0,piece,個,Taiwan EPA,TW,Taiwan Local,2017,中興工程顧問股份有限公司,1,"人孔短管(長度30cm，內徑1,200mm) piece 台灣 環保署"
"人孔大小頭(內徑1,200mm)",277.0,piece,個,Taiwan EPA,TW,Taiwan Local,2017,中興工程顧問股份有限公司,1,"人孔大小頭(內徑1,200mm) piece 台灣 環保署"
"人孔底座(內徑1,200mm)",554.0,piece,個,Taiwan EPA,TW,Taiwan Local,2017,中興工程顧問股份有限公司,1,"人孔底座(內徑1,200mm) piece 台灣 環保署"
聚酯樹脂混凝土管(管徑300mm),55.2,m,公尺(m),Taiwan EPA,TW,Taiwan Local,2017,中興工程顧問股份有限公司,1,聚酯樹脂混凝土管(管徑300mm) m 台灣 環保署
聚酯樹脂混凝土管(管徑400mm),91.3,m,公尺(m),Taiwan EPA,TW,Taiwan Local,2017,中興工程顧問股份有限公司,1,聚酯樹脂混凝土管(管徑400mm) m 台灣 環保署
聚酯樹脂混凝土管(管徑600mm),169.0,m,公尺(m),Taiwan EPA,TW,Taiwan Local,2017,中興工程顧問股份有限公司,1,聚酯樹脂混凝土管(管徑600mm) m 台灣 環保署
"全鋁質混凝土管(管徑1,000mm)",569.0,m,公尺(m),Taiwan EPA,TW,Taiwan Local,2017,內政部營建署,1,"全鋁質混凝土管(管徑1,000mm) m 台灣 環保署"
"人孔短管(長度120cm，內徑1,800mm)",957.0,piece,個,Taiwan EPA,TW,Taiwan Local,2017,內政部營建署,1,"人孔短管(長度120cm，內徑1,800mm) piece 台灣 環保署"
"人孔短管(長度90cm，內徑1,800mm)",755.0,piece,個,Taiwan EPA,TW,Taiwan Local,2017,內政部營建署,1,"人孔短管(長度90cm，內徑1,800mm) piece 台灣 環保署"
"人孔短管(長度60cm，內徑1,800mm)",501.0,piece,個,Taiwan EPA,TW,Taiwan Local,2017,內政部營建署,1,"人孔短管(長度60cm，內徑1,800mm) piece 台灣 環保署"
"人孔短管(長度30cm，內徑1,800mm)",248.0,piece,個,Taiwan EPA,TW,Taiwan Local,2017,內政部營建署,1,"人孔短管(長度30cm，內徑1,800mm) piece 台灣 環保署"
"人孔大小頭(內徑1,800mm)",575.0,piece,個,Taiwan EPA,TW,Taiwan Local,2017,內政部營建署,1,"人孔大小頭(內徑1,800mm) piece 台灣 環保署"
"人孔底座(內徑1,800mm)",2090.0,piece,個,Taiwan EPA,TW,Taiwan Local,2017,內政部營建署,1,"人孔底座(內徑1,800mm) piece 台灣 環保署"
洗衣粉,1.34,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,清淨海生技股份有限公司,1,洗衣粉 kg 台灣 環保署
廢棄物焚化處理服務(臺南市城西垃圾焚化廠),333.0,mt,公噸(mt),Taiwan EPA,TW,Taiwan Local,2017,臺南市城西垃圾焚化廠、臺南市政府環境保護局,1,廢棄物焚化處理服務(臺南市城西垃圾焚化廠) mt 台灣 環保署
廢棄物焚化處理服務(臺南市永康垃圾資源回收(焚化)廠),327.0,mt,公噸(mt),Taiwan EPA,TW,Taiwan Local,2017,臺南市永康垃圾資源回收(焚化)廠、臺南市政府環境保護局,1,廢棄物焚化處理服務(臺南市永康垃圾資源回收(焚化)廠) mt 台灣 環保署
萬用免釘膠,0.59,piece,支,Taiwan EPA,TW,Taiwan Local,2017,南寶樹脂化學工廠股份有限公司(五廠)、臺南市環境保護局,1,萬用免釘膠 piece 台灣 環保署
石蠟,1.31,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,環境部,1,石蠟 kg 台灣 環保署
普通甲類市區公車運輸服務(包含營業據點及公車站點排放),0.0767,pkm,延人公里(pkm),Taiwan EPA,TW,Taiwan Local,2017,府城汽車客運股份有限公司、興南汽車客運股份有限公司、新營汽車客運股份有限公司、臺南市政府環境保護局、臺南市政府交通局,1,普通甲類市區公車運輸服務(包含營業據點及公車站點排放) pkm 台灣 環保署
乙類市區公車運輸服務(包含營業據點及公車站點排放),0.0784,pkm,延人公里(pkm),Taiwan EPA,TW,Taiwan Local,2017,府城汽車客運股份有限公司、興南汽車客運股份有限公司、新營汽車客運股份有限公司、臺南市政府環境保護局、臺南市政府交通局,1,乙類市區公車運輸服務(包含營業據點及公車站點排放) pkm 台灣 環保署
低地板甲類市區公車運輸服務(包含營業據點及公車站點排放),0.0575,pkm,延人公里(pkm),Taiwan EPA,TW,Taiwan Local,2017,府城汽車客運股份有限公司、興南汽車客運股份有限公司、新營汽車客運股份有限公司、臺南市政府環境保護局、臺南市政府交通局,1,低地板甲類市區公車運輸服務(包含營業據點及公車站點排放) pkm 台灣 環保署
鯖魚柴魚花,3.63,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,衛生福利部食品藥物管理署,1,鯖魚柴魚花 kg 台灣 環保署
乙烯醋酸乙烯酯共聚物(EVA),3.27,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,環境部,1,乙烯醋酸乙烯酯共聚物(EVA) kg 台灣 環保署
緩衝材料組裝用熱熔膠,3.41,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,環境部,1,緩衝材料組裝用熱熔膠 kg 台灣 環保署
紙棧板,1.23,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,環境部,1,紙棧板 kg 台灣 環保署
角紙,1.14,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,環境部,1,角紙 kg 台灣 環保署
AB楞紙箱(3層2浪),1.19,m2,平方公尺(m2),Taiwan EPA,TW,Taiwan Local,2017,環境部,1,AB楞紙箱(3層2浪) m2 台灣 環保署
鰹魚柴魚花,3.82,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,衛生福利部食品藥物管理署,1,鰹魚柴魚花 kg 台灣 環保署
丁腈橡膠手套,0.139,雙,雙,Taiwan EPA,TW,Taiwan Local,2017,環境部,1,丁腈橡膠手套 雙 台灣 環保署
素沙茶醬,1.58,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,衛生福利部食品藥物管理署,1,素沙茶醬 kg 台灣 環保署
味噌,1.14,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,衛生福利部食品藥物管理署,1,味噌 kg 台灣 環保署
氫氟酸，49％,3.94,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,環境部,1,氫氟酸，49％ kg 台灣 環保署
背銀漿,13.0,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,環境部、中美矽晶製品股份有限公司宜蘭分公司、臺灣賀利氏材料科技股份有限公司,1,背銀漿 kg 台灣 環保署
正銀漿,18.2,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,環境部、中美矽晶製品股份有限公司宜蘭分公司、臺灣賀利氏材料科技股份有限公司,1,正銀漿 kg 台灣 環保署
咖哩醬,2.0,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,衛生福利部食品藥物管理署,1,咖哩醬 kg 台灣 環保署
多晶矽晶碇,39.1,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,環境部、中美矽晶製品股份有限公司宜蘭分公司,1,多晶矽晶碇 kg 台灣 環保署
IEC IE3馬達(AEHF系列，4P20HP ),695.0,台,台,Taiwan EPA,TW,Taiwan Local,2017,東元電機股份有限公司,1,IEC IE3馬達(AEHF系列，4P20HP ) 台 台灣 環保署
多晶矽晶片,175.0,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,環境部、中美矽晶製品股份有限公司宜蘭分公司,1,多晶矽晶片 kg 台灣 環保署
單晶矽太陽能電池,3.53,片,片,Taiwan EPA,TW,Taiwan Local,2017,環境部、中美矽晶製品股份有限公司宜蘭分公司,1,單晶矽太陽能電池 片 台灣 環保署
多晶矽太陽能電池,3.14,片,片,Taiwan EPA,TW,Taiwan Local,2017,環境部、中美矽晶製品股份有限公司宜蘭分公司,1,多晶矽太陽能電池 片 台灣 環保署
調質鋼車用鍛造件,5.7,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,金鍛工業股份有限公司、中國鋼鐵股份有限公司,1,調質鋼車用鍛造件 kg 台灣 環保署
免調質鋼車用鍛造件,4.84,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,金鍛工業股份有限公司、中國鋼鐵股份有限公司,1,免調質鋼車用鍛造件 kg 台灣 環保署
熱軋竹節鋼筋(SD420W),0.901,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,海光企業股份有限公司、公路總局西部濱海公路南區臨時工程處,1,熱軋竹節鋼筋(SD420W) kg 台灣 環保署
熱軋竹節鋼筋(SD280W),0.874,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,海光企業股份有限公司、公路總局西部濱海公路南區臨時工程處,1,熱軋竹節鋼筋(SD280W) kg 台灣 環保署
鋼胚(電弧爐製程，SD420W),0.729,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,海光企業股份有限公司、公路總局西部濱海公路南區臨時工程處,1,鋼胚(電弧爐製程，SD420W) kg 台灣 環保署
鋼胚(電弧爐製程，SD280W),0.703,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,海光企業股份有限公司、公路總局西部濱海公路南區臨時工程處,1,鋼胚(電弧爐製程，SD280W) kg 台灣 環保署
再生料-廢輪胎-再生裂解油(未燃燒),310.0,kl,公秉(kl),Taiwan EPA,TW,Taiwan Local,2017,環拓科技股份有限公司,1,再生料-廢輪胎-再生裂解油(未燃燒) kl 台灣 環保署
再生料-廢輪胎-再生碳黑,518.0,mt,公噸(mt),Taiwan EPA,TW,Taiwan Local,2017,環拓科技股份有限公司,1,再生料-廢輪胎-再生碳黑 mt 台灣 環保署
反應性黑色紡織染料(適用於印花染色，紙箱包裝),12.9,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,臺灣永光化學工業股份有限公司,1,反應性黑色紡織染料(適用於印花染色，紙箱包裝) kg 台灣 環保署
反應性黑色紡織染料(適用於浸染、連續染色＆冷壓染色，紙箱包裝),14.5,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,臺灣永光化學工業股份有限公司,1,反應性黑色紡織染料(適用於浸染、連續染色＆冷壓染色，紙箱包裝) kg 台灣 環保署
苯並三唑紫外線吸收劑 (1噸塑膠方桶包裝),9.16,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,臺灣永光化學工業股份有限公司,1,苯並三唑紫外線吸收劑 (1噸塑膠方桶包裝) kg 台灣 環保署
苯並三唑紫外線吸收劑 (20L塑膠桶包裝),9.34,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,臺灣永光化學工業股份有限公司,1,苯並三唑紫外線吸收劑 (20L塑膠桶包裝) kg 台灣 環保署
苯並三唑紫外線吸收劑 (53gal鐵桶包裝),9.23,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,臺灣永光化學工業股份有限公司,1,苯並三唑紫外線吸收劑 (53gal鐵桶包裝) kg 台灣 環保署
受阻胺光安定劑(1噸塑膠方桶包裝),5.33,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,臺灣永光化學工業股份有限公司,1,受阻胺光安定劑(1噸塑膠方桶包裝) kg 台灣 環保署
受阻胺光安定劑 (20L塑膠桶包裝),5.51,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,臺灣永光化學工業股份有限公司,1,受阻胺光安定劑 (20L塑膠桶包裝) kg 台灣 環保署
受阻胺光安定劑 (53gal鐵桶包裝),5.4,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,臺灣永光化學工業股份有限公司,1,受阻胺光安定劑 (53gal鐵桶包裝) kg 台灣 環保署
早強預拌混凝土(420kgf/cm2，飛灰爐石粉替代率20％),431.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2017,公路總局蘇花公路改善工程處,1,早強預拌混凝土(420kgf/cm2，飛灰爐石粉替代率20％) m3 台灣 環保署
水中混凝土(280kgf/cm2),275.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2017,公路總局蘇花公路改善工程處,1,水中混凝土(280kgf/cm2) m3 台灣 環保署
水中混凝土(210kgf/cm2),242.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2017,公路總局蘇花公路改善工程處,1,水中混凝土(210kgf/cm2) m3 台灣 環保署
預拌混凝土(420kgf/cm2),383.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2017,公路總局蘇花公路改善工程處,1,預拌混凝土(420kgf/cm2) m3 台灣 環保署
預拌混凝土(280kgf/cm2),263.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2017,公路總局蘇花公路改善工程處,1,預拌混凝土(280kgf/cm2) m3 台灣 環保署
預拌混凝土(245kgf/cm2，坍度50cm),252.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2017,公路總局蘇花公路改善工程處,1,預拌混凝土(245kgf/cm2，坍度50cm) m3 台灣 環保署
預拌混凝土(245kgf/cm2，坍度15-17.5cm),244.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2017,公路總局蘇花公路改善工程處,1,預拌混凝土(245kgf/cm2，坍度15-17.5cm) m3 台灣 環保署
預拌混凝土(210kgf/cm2),220.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2017,公路總局蘇花公路改善工程處,1,預拌混凝土(210kgf/cm2) m3 台灣 環保署
預拌混凝土(175kgf/cm2),194.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2017,公路總局蘇花公路改善工程處,1,預拌混凝土(175kgf/cm2) m3 台灣 環保署
預拌混凝土(140kgf/cm2),199.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2017,公路總局蘇花公路改善工程處,1,預拌混凝土(140kgf/cm2) m3 台灣 環保署
預拌混凝土(80kgf/cm2),207.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2017,公路總局蘇花公路改善工程處,1,預拌混凝土(80kgf/cm2) m3 台灣 環保署
水泥(不分型號),0.907,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,公路總局蘇花公路改善工程處,1,水泥(不分型號) kg 台灣 環保署
水泥熟料,0.948,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,公路總局蘇花公路改善工程處,1,水泥熟料 kg 台灣 環保署
熱軋竹節鋼筋(不分型號),0.919,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,公路總局蘇花公路改善工程處,1,熱軋竹節鋼筋(不分型號) kg 台灣 環保署
鋼胚(電弧爐製程，不分型號),0.678,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,公路總局蘇花公路改善工程處,1,鋼胚(電弧爐製程，不分型號) kg 台灣 環保署
航空貨物運輸服務,1.16,tkm,延噸公里(tkm),Taiwan EPA,TW,Taiwan Local,2017,環境部,1,航空貨物運輸服務 tkm 台灣 環保署
未漂白牛皮紙袋和麻袋用紙,1.24,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,環境部,1,未漂白牛皮紙袋和麻袋用紙 kg 台灣 環保署
精鹽(食用鹽),0.17,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,環境部,1,精鹽(食用鹽) kg 台灣 環保署
天然棉混紡紗,4.42,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,環境部,1,天然棉混紡紗 kg 台灣 環保署
