name,emission_factor,unit_standard,unit_original,source,region,category,base_year,source_dept,tier,search_text,duplicate_group_key,alternate_version_count,duplicate_sources,duplicate_years,dedupe_note
水中混凝土(210kgf/cm2),359.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2019,公路總局西部濱海公路南區臨時工程處,1,水中混凝土(210kgf/cm2) m3 台灣 環保署,水中混凝土(210kgf/cm2) | m3 | 359.0,0,Taiwan EPA,2019,
水中混凝土(210kgf/cm2),320.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2019,公路總局西部濱海公路南區臨時工程處,1,水中混凝土(210kgf/cm2) m3 台灣 環保署,水中混凝土(210kgf/cm2) | m3 | 320.0,0,Taiwan EPA,2019,
預拌混凝土(210kgf/cm2),310.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2019,公路總局西部濱海公路南區臨時工程處,1,預拌混凝土(210kgf/cm2) m3 台灣 環保署,預拌混凝土(210kgf/cm2) | m3 | 310.0,0,Taiwan EPA,2019,
預拌混凝土(210kgf/cm2),256.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2019,公路總局西部濱海公路南區臨時工程處,1,預拌混凝土(210kgf/cm2) m3 台灣 環保署,預拌混凝土(210kgf/cm2) | m3 | 256.0,0,Taiwan EPA,2019,
預拌混凝土(140kgf/cm2),256.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2019,公路總局西部濱海公路南區臨時工程處,1,預拌混凝土(140kgf/cm2) m3 台灣 環保署,預拌混凝土(140kgf/cm2) | m3 | 256.0,0,Taiwan EPA,2019,
預拌混凝土(140kgf/cm2),217.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2019,公路總局西部濱海公路南區臨時工程處,1,預拌混凝土(140kgf/cm2) m3 台灣 環保署,預拌混凝土(140kgf/cm2) | m3 | 217.0,0,Taiwan EPA,2019,
輕質骨材混凝土(175kgf/cm2),317.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2019,公路總局西部濱海公路南區臨時工程處,1,輕質骨材混凝土(175kgf/cm2) m3 台灣 環保署,輕質骨材混凝土(175kgf/cm2) | m3 | 317.0,1,MOENV CFP | Taiwan EPA,2019,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
控制性低強度回填材料(CLSM),157.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2019,公路總局西部濱海公路南區臨時工程處,1,控制性低強度回填材料(CLSM) m3 台灣 環保署,控制性低強度回填材料(CLSM) | m3 | 157.0,1,MOENV CFP | Taiwan EPA,2019,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
卜特蘭水泥(Ⅱ型),0.964,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2019,公路總局西部濱海公路南區臨時工程處,1,卜特蘭水泥(Ⅱ型) kg 台灣 環保署,卜特蘭水泥(Ⅱ型) | kg | 0.964,1,MOENV CFP | Taiwan EPA,2019,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
粗級配瀝青混凝土(1”),0.0837,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2019,公路總局蘇花公路改善工程處,1,粗級配瀝青混凝土(1”) kg 台灣 環保署,粗級配瀝青混凝土(1”) | kg | 0.0837,0,Taiwan EPA,2019,
粗級配瀝青混凝土(1”),0.0894,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2019,公路總局蘇花公路改善工程處,1,粗級配瀝青混凝土(1”) kg 台灣 環保署,粗級配瀝青混凝土(1”) | kg | 0.0894,1,MOENV CFP | Taiwan EPA,2019,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
密級配瀝青混凝土(3”/4),0.0808,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2019,公路總局蘇花公路改善工程處,1,密級配瀝青混凝土(3”/4) kg 台灣 環保署,密級配瀝青混凝土(3”/4) | kg | 0.0808,0,Taiwan EPA,2019,
密級配瀝青混凝土(1”/2),0.0834,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2019,公路總局蘇花公路改善工程處,1,密級配瀝青混凝土(1”/2) kg 台灣 環保署,密級配瀝青混凝土(1”/2) | kg | 0.0834,1,MOENV CFP | Taiwan EPA,2019,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
密級配瀝青混凝土(3”/4),0.0875,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2019,公路總局蘇花公路改善工程處,1,密級配瀝青混凝土(3”/4) kg 台灣 環保署,密級配瀝青混凝土(3”/4) | kg | 0.0875,1,MOENV CFP | Taiwan EPA,2019,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
紙盤,1.89,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2019,環境部,1,紙盤 kg 台灣 環保署,紙盤 | kg | 1.89,1,MOENV CFP | Taiwan EPA,2019,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
紙碗,1.91,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2019,環境部,1,紙碗 kg 台灣 環保署,紙碗 | kg | 1.91,1,MOENV CFP | Taiwan EPA,2019,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
表面白紙板,0.32,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2019,環境部,1,表面白紙板 kg 台灣 環保署,表面白紙板 | kg | 0.32,1,MOENV CFP | Taiwan EPA,2019,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
PE瓶蓋,15.0,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2019,環境部,1,PE瓶蓋 kg 台灣 環保署,PE瓶蓋 | kg | 15.0,1,MOENV CFP | Taiwan EPA,2019,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
寶特瓶瓶身,4.32,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2019,環境部,1,寶特瓶瓶身 kg 台灣 環保署,寶特瓶瓶身 | kg | 4.32,1,MOENV CFP | Taiwan EPA,2019,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
PLA蛋盤(10盒裝),4.78,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2019,環境部,1,PLA蛋盤(10盒裝) kg 台灣 環保署,PLA蛋盤(10盒裝) | kg | 4.78,1,MOENV CFP | Taiwan EPA,2019,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
壓克力樹脂,2.29,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2019,環境部,1,壓克力樹脂 kg 台灣 環保署,壓克力樹脂 | kg | 2.29,1,MOENV CFP | Taiwan EPA,2019,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
強化玻璃,1.75,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2019,環境部,1,強化玻璃 kg 台灣 環保署,強化玻璃 | kg | 1.75,1,MOENV CFP | Taiwan EPA,2019,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
柴油（於捕撈移動源使用，2017）,3.36,l,公升(L),Taiwan EPA,TW,Taiwan Local,2019,環境部,1,柴油（於捕撈移動源使用，2017） l 台灣 環保署,柴油（於捕撈移動源使用，2017） | l | 3.36,0,Taiwan EPA,2019,
柴油（於水路運輸移動源使用，2017）,3.37,l,公升(L),Taiwan EPA,TW,Taiwan Local,2019,環境部,1,柴油（於水路運輸移動源使用，2017） l 台灣 環保署,柴油（於水路運輸移動源使用，2017） | l | 3.37,0,Taiwan EPA,2019,
柴油（於鐵路運輸與非道路運輸移動源使用，2017）,3.61,l,公升(L),Taiwan EPA,TW,Taiwan Local,2019,環境部,1,柴油（於鐵路運輸與非道路運輸移動源使用，2017） l 台灣 環保署,柴油（於鐵路運輸與非道路運輸移動源使用，2017） | l | 3.61,0,Taiwan EPA,2019,
柴油(於公路運輸移動源使用，2017),3.38,l,公升(L),Taiwan EPA,TW,Taiwan Local,2019,環境部,1,柴油(於公路運輸移動源使用，2017) l 台灣 環保署,柴油(於公路運輸移動源使用，2017) | l | 3.38,0,Taiwan EPA,2019,
柴油(於固定源使用，2017),3.35,l,公升(L),Taiwan EPA,TW,Taiwan Local,2019,環境部,1,柴油(於固定源使用，2017) l 台灣 環保署,柴油(於固定源使用，2017) | l | 3.35,0,Taiwan EPA,2019,
柴油(未燃燒，2017),0.735,l,公升(L),Taiwan EPA,TW,Taiwan Local,2019,環境部,1,柴油(未燃燒，2017) l 台灣 環保署,柴油(未燃燒，2017) | l | 0.735,0,Taiwan EPA,2019,
車用汽油(未燃燒，2017),0.658,l,公升(L),Taiwan EPA,TW,Taiwan Local,2019,環境部,1,車用汽油(未燃燒，2017) l 台灣 環保署,車用汽油(未燃燒，2017) | l | 0.658,0,Taiwan EPA,2019,
燃料油使用(蒸餘油/重油使用，2017),3.96,l,公升(L),Taiwan EPA,TW,Taiwan Local,2019,環境部,1,燃料油使用(蒸餘油/重油使用，2017) l 台灣 環保署,燃料油使用(蒸餘油/重油使用，2017) | l | 3.96,0,Taiwan EPA,2019,
電力碳足跡(2017),0.694,kwh,度(kwh),Taiwan EPA,TW,Taiwan Local,2019,環境部,1,電力碳足跡(2017) kwh 台灣 環保署,電力碳足跡(2017) | kwh | 0.694,1,MOENV CFP | Taiwan EPA,2019,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
廢棄物焚化處理服務(苗栗縣垃圾焚化廠),340.0,mt,公噸(mt),Taiwan EPA,TW,Taiwan Local,2018,環境部、裕鼎股份有限公司,1,廢棄物焚化處理服務(苗栗縣垃圾焚化廠) mt 台灣 環保署,廢棄物焚化處理服務(苗栗縣垃圾焚化廠) | mt | 340.0,0,Taiwan EPA,2018,
柴油（未燃燒，泰國，2005）,0.328,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,－－－,1,柴油（未燃燒，泰國，2005） kg 台灣 環保署,柴油（未燃燒，泰國，2005） | kg | 0.328,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
燃料油（未燃燒，泰國，2005）,0.305,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,－－－,1,燃料油（未燃燒，泰國，2005） kg 台灣 環保署,燃料油（未燃燒，泰國，2005） | kg | 0.305,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
汽油（未燃燒，泰國，2005）,0.706,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,－－－,1,汽油（未燃燒，泰國，2005） kg 台灣 環保署,汽油（未燃燒，泰國，2005） | kg | 0.706,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
液化石油氣（未燃燒，泰國，2008）,0.412,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,－－－,1,液化石油氣（未燃燒，泰國，2008） kg 台灣 環保署,液化石油氣（未燃燒，泰國，2008） | kg | 0.412,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
液化石油氣（未燃燒，韓國，2006）,0.394,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,－－－,1,液化石油氣（未燃燒，韓國，2006） kg 台灣 環保署,液化石油氣（未燃燒，韓國，2006） | kg | 0.394,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
液化天然氣（未燃燒，韓國，2006）,0.595,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,－－－,1,液化天然氣（未燃燒，韓國，2006） kg 台灣 環保署,液化天然氣（未燃燒，韓國，2006） | kg | 0.595,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
汽油（未燃燒，韓國，2000）,0.0832,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,－－－,1,汽油（未燃燒，韓國，2000） kg 台灣 環保署,汽油（未燃燒，韓國，2000） | kg | 0.0832,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
重質燃料油（未燃燒，韓國，1998）,0.325,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,－－－,1,重質燃料油（未燃燒，韓國，1998） kg 台灣 環保署,重質燃料油（未燃燒，韓國，1998） | kg | 0.325,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
煤（未燃燒，韓國，1999）,0.48,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,－－－,1,煤（未燃燒，韓國，1999） kg 台灣 環保署,煤（未燃燒，韓國，1999） | kg | 0.48,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
柴油（未燃燒，韓國，2000）,0.0682,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,－－－,1,柴油（未燃燒，韓國，2000） kg 台灣 環保署,柴油（未燃燒，韓國，2000） | kg | 0.0682,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
飲用水（韓國，2002）,0.000332,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,－－－,1,飲用水（韓國，2002） kg 台灣 環保署,飲用水（韓國，2002） | kg | 0.000332,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
工業用水（韓國，1998）,0.000102,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,－－－,1,工業用水（韓國，1998） kg 台灣 環保署,工業用水（韓國，1998） | kg | 0.000102,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
鏡面無縫紙管,2.39,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,環境部，聚冠紙器企業股份有限公司,1,鏡面無縫紙管 kg 台灣 環保署,鏡面無縫紙管 | kg | 2.39,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
洗碗精（1000ml）,2.0,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2018,德大生技有限公司,1,洗碗精（1000ml） 瓶 台灣 環保署,洗碗精（1000ml） | 瓶 | 2.0,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
洗衣粉,3.8,盒,盒,Taiwan EPA,TW,Taiwan Local,2018,德大生技有限公司,1,洗衣粉 盒 台灣 環保署,洗衣粉 | 盒 | 3.8,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
道林紙,1.46,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,道林紙 kg 台灣 環保署,道林紙 | kg | 1.46,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
無磷無氧銅塊,4.77,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,無磷無氧銅塊 kg 台灣 環保署,無磷無氧銅塊 | kg | 4.77,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
洗髮精（1000ml）,28.5,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2018,歐萊德國際股份有限公司、昇宏國際企業股份有限公司,1,洗髮精（1000ml） 瓶 台灣 環保署,洗髮精（1000ml） | 瓶 | 28.5,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
橄欖洗髮精（1000ml）,30.0,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2018,昇宏國際企業股份有限公司,1,橄欖洗髮精（1000ml） 瓶 台灣 環保署,橄欖洗髮精（1000ml） | 瓶 | 30.0,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
過硫酸鈉,14.1,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,過硫酸鈉 kg 台灣 環保署,過硫酸鈉 | kg | 14.1,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
過硫酸銨,6.58,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,過硫酸銨 kg 台灣 環保署,過硫酸銨 | kg | 6.58,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
綠茶洗髮精（1000ml）,27.0,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2018,歐萊德國際股份有限公司,1,綠茶洗髮精（1000ml） 瓶 台灣 環保署,綠茶洗髮精（1000ml） | 瓶 | 27.0,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
聚氯乙烯(PVC)合成皮（壓延製程，未使用基布）,3.37,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,聚氯乙烯(PVC)合成皮（壓延製程，未使用基布） kg 台灣 環保署,聚氯乙烯(PVC)合成皮（壓延製程，未使用基布） | kg | 3.37,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
聚氯乙烯(PVC)合成皮（壓延製程，使用基布）,4.19,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,聚氯乙烯(PVC)合成皮（壓延製程，使用基布） kg 台灣 環保署,聚氯乙烯(PVC)合成皮（壓延製程，使用基布） | kg | 4.19,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
聚氯乙烯(PVC)合成皮（塗佈製程）,5.71,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,聚氯乙烯(PVC)合成皮（塗佈製程） kg 台灣 環保署,聚氯乙烯(PVC)合成皮（塗佈製程） | kg | 5.71,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
封裝銅銲線,0.0171,m,公尺(m),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,封裝銅銲線 m 台灣 環保署,封裝銅銲線 | m | 0.0171,0,Taiwan EPA,2018,
8mm裸銅線（無氧銅）,5.13,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,8mm裸銅線（無氧銅） kg 台灣 環保署,8mm裸銅線（無氧銅） | kg | 5.13,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
8mm裸銅線（SCR銅）,4.13,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,8mm裸銅線（SCR銅） kg 台灣 環保署,8mm裸銅線（SCR銅） | kg | 4.13,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
3.03mm裸銅線（SCR銅）,4.16,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,3.03mm裸銅線（SCR銅） kg 台灣 環保署,3.03mm裸銅線（SCR銅） | kg | 4.16,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
豆漿(450ml，鋁箔包裝),0.38,盒,盒,Taiwan EPA,TW,Taiwan Local,2018,統一企業股份有限公司,1,豆漿(450ml，鋁箔包裝) 盒 台灣 環保署,豆漿(450ml，鋁箔包裝) | 盒 | 0.38,0,Taiwan EPA,2018,
2.6mm裸銅線（SCR銅）,4.28,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,2.6mm裸銅線（SCR銅） kg 台灣 環保署,2.6mm裸銅線（SCR銅） | kg | 4.28,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
瓶裝水(2000ml，PET包裝),0.368,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2018,味丹企業股份有限公司,1,瓶裝水(2000ml，PET包裝) 瓶 台灣 環保署,瓶裝水(2000ml，PET包裝) | 瓶 | 0.368,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
濃硫酸,0.354,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,濃硫酸 kg 台灣 環保署,濃硫酸 | kg | 0.354,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
瓶裝水(1500ml，PET包裝),0.25,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2018,味丹企業股份有限公司,1,瓶裝水(1500ml，PET包裝) 瓶 台灣 環保署,瓶裝水(1500ml，PET包裝) | 瓶 | 0.25,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
瓶裝水（600ml，PET包裝）,0.153,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2018,味丹企業股份有限公司,1,瓶裝水（600ml，PET包裝） 瓶 台灣 環保署,瓶裝水（600ml，PET包裝） | 瓶 | 0.153,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
廢（污）水處理服務（臺南市政府水利局柳營區水資源回收中心）,0.5,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2018,惠民實業股份有限公司,1,廢（污）水處理服務（臺南市政府水利局柳營區水資源回收中心） m3 台灣 環保署,廢（污）水處理服務（臺南市政府水利局柳營區水資源回收中心） | m3 | 0.5,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
柴油（於捕撈移動源使用，2016）,3.36,l,公升(L),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,柴油（於捕撈移動源使用，2016） l 台灣 環保署,柴油（於捕撈移動源使用，2016） | l | 3.36,0,Taiwan EPA,2018,
高粱酒(50％，600ml),5.5,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2018,馬祖酒廠實業股份有限公司南竿廠,1,高粱酒(50％，600ml) 瓶 台灣 環保署,高粱酒(50％，600ml) | 瓶 | 5.5,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
保鮮盒,5.16,piece,個,Taiwan EPA,TW,Taiwan Local,2018,寀呈股份有限公司,1,保鮮盒 piece 台灣 環保署,保鮮盒 | piece | 5.16,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
紅茶(375ml，鋁箔包裝),0.16,包,包,Taiwan EPA,TW,Taiwan Local,2018,統一企業股份有限公司,1,紅茶(375ml，鋁箔包裝) 包 台灣 環保署,紅茶(375ml，鋁箔包裝) | 包 | 0.16,0,Taiwan EPA,2018,
紅茶(300ml，鋁箔包裝),0.12,包,包,Taiwan EPA,TW,Taiwan Local,2018,統一企業股份有限公司,1,紅茶(300ml，鋁箔包裝) 包 台灣 環保署,紅茶(300ml，鋁箔包裝) | 包 | 0.12,0,Taiwan EPA,2018,
紅茶(250ml，鋁箔包裝),0.1,包,包,Taiwan EPA,TW,Taiwan Local,2018,統一企業股份有限公司,1,紅茶(250ml，鋁箔包裝) 包 台灣 環保署,紅茶(250ml，鋁箔包裝) | 包 | 0.1,0,Taiwan EPA,2018,
奶茶(375ml，鋁箔包裝),0.2,包,包,Taiwan EPA,TW,Taiwan Local,2018,統一企業股份有限公司,1,奶茶(375ml，鋁箔包裝) 包 台灣 環保署,奶茶(375ml，鋁箔包裝) | 包 | 0.2,0,Taiwan EPA,2018,
柴油（於水路運輸移動源使用，2016）,3.37,l,公升(L),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,柴油（於水路運輸移動源使用，2016） l 台灣 環保署,柴油（於水路運輸移動源使用，2016） | l | 3.37,0,Taiwan EPA,2018,
奶茶(300ml，鋁箔包裝),0.14,包,包,Taiwan EPA,TW,Taiwan Local,2018,統一企業股份有限公司,1,奶茶(300ml，鋁箔包裝) 包 台灣 環保署,奶茶(300ml，鋁箔包裝) | 包 | 0.14,0,Taiwan EPA,2018,
奶茶(250ml，鋁箔包裝),0.13,包,包,Taiwan EPA,TW,Taiwan Local,2018,統一企業股份有限公司,1,奶茶(250ml，鋁箔包裝) 包 台灣 環保署,奶茶(250ml，鋁箔包裝) | 包 | 0.13,0,Taiwan EPA,2018,
綠茶（300ml，鋁箔包裝）,0.12,包,包,Taiwan EPA,TW,Taiwan Local,2018,統一企業股份有限公司,1,綠茶（300ml，鋁箔包裝） 包 台灣 環保署,綠茶（300ml，鋁箔包裝） | 包 | 0.12,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
綠茶（250ml，鋁箔包裝）,0.11,包,包,Taiwan EPA,TW,Taiwan Local,2018,統一企業股份有限公司,1,綠茶（250ml，鋁箔包裝） 包 台灣 環保署,綠茶（250ml，鋁箔包裝） | 包 | 0.11,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
柴油（於鐵路運輸與非道路運輸移動源使用，2016）,3.61,l,公升(L),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,柴油（於鐵路運輸與非道路運輸移動源使用，2016） l 台灣 環保署,柴油（於鐵路運輸與非道路運輸移動源使用，2016） | l | 3.61,0,Taiwan EPA,2018,
高速鐵路運輸服務,0.034,pkm,延人公里(pkm),Taiwan EPA,TW,Taiwan Local,2018,環境部、台灣高速鐵路股份有限公司,1,高速鐵路運輸服務 pkm 台灣 環保署,高速鐵路運輸服務 | pkm | 0.034,0,Taiwan EPA,2018,
原生木漿影印紙,3.6,包,包,Taiwan EPA,TW,Taiwan Local,2018,中華紙漿股份有限公司花蓮廠,1,原生木漿影印紙 包 台灣 環保署,原生木漿影印紙 | 包 | 3.6,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
廢（污）水處理服務（中部科學工業園區管理局-虎尾園區）,1.7,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2018,中欣行股份有限公司,1,廢（污）水處理服務（中部科學工業園區管理局-虎尾園區） m3 台灣 環保署,廢（污）水處理服務（中部科學工業園區管理局-虎尾園區） | m3 | 1.7,1,MOENV CFP | Taiwan EPA,2018,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
