_name_key,_unit_key,_factor_key,duplicate_group_rows,duplicate_sources,duplicate_years,duplicate_source_depts,duplicate_group_key
養殖石斑魚活體,公噸(mt),5834.88,1,MOENV CFP,2014,行政院農業委員會漁業署,養殖石斑魚活體 | 公噸(mt) | 5834.88
高壓透水混凝土地磚(20cm*10cm*6cm),piece,0.53,1,MOENV CFP,2020,健源有限公司,高壓透水混凝土地磚(20cm*10cm*6cm) | piece | 0.53
高壓透水混凝土地磚(20cm*10cm*6cm),片,0.53,1,Taiwan EPA,2020,健源有限公司,高壓透水混凝土地磚(20cm*10cm*6cm) | 片 | 0.53
高壓透水混凝土地磚(20cm*20cm*6cm),piece,1.06,1,MOENV CFP,2020,健源有限公司,高壓透水混凝土地磚(20cm*20cm*6cm) | piece | 1.06
高壓透水混凝土地磚(20cm*20cm*6cm),片,1.06,1,Taiwan EPA,2020,健源有限公司,高壓透水混凝土地磚(20cm*20cm*6cm) | 片 | 1.06
高壓透水混凝土地磚(30cm*30cm*6cm),piece,2.38,1,MOENV CFP,2020,健源有限公司,高壓透水混凝土地磚(30cm*30cm*6cm) | piece | 2.38
高壓透水混凝土地磚(30cm*30cm*6cm),片,2.38,1,Taiwan EPA,2020,健源有限公司,高壓透水混凝土地磚(30cm*30cm*6cm) | 片 | 2.38
高密度聚乙烯(HDPE),kg,2.21,1,Taiwan EPA,2023,環境部,高密度聚乙烯(HDPE) | kg | 2.21
高溫冶金（密閉鼓風爐）(Pyrometeallurgical (Imperial Smelting Furnace)) CO2排放係數（公噸/公噸鋅）,t,430.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,高溫冶金（密閉鼓風爐）(Pyrometeallurgical (Imperial Smelting Furnace)) CO2排放係數（公噸/公噸鋅） | t | 430.0
高爐氣 / Blast Furnace Gas 固定燃燒排放係數,tj,260054.5,1,CCA GHG Factor Table,2024,環境部氣候變遷署,高爐氣 / Blast Furnace Gas 固定燃燒排放係數 | tj | 260054.5
高速鐵路運輸服務,pkm,0.034,1,Taiwan EPA,2018,環境部、台灣高速鐵路股份有限公司,高速鐵路運輸服務 | pkm | 0.034
高速鐵路運輸服務,pkm,0.038,1,Taiwan EPA,2015,環境部、台灣高速鐵路股份有限公司,高速鐵路運輸服務 | pkm | 0.038
高速鐵路運輸服務,延人公里(pkm),0.038,1,MOENV CFP,2015,環境部、台灣高速鐵路股份有限公司,高速鐵路運輸服務 | 延人公里(pkm) | 0.038
高鈣石灰(High-calcium lime) / 0.785 / 93-98 / 0.3-2.5 / 0.95 CO2（公噸/公噸石灰）,t,750.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,高鈣石灰(High-calcium lime) / 0.785 / 93-98 / 0.3-2.5 / 0.95 CO2（公噸/公噸石灰） | t | 750.0
鮮蛋,顆,0.105,1,Taiwan EPA,2019,石安牧場,鮮蛋 | 顆 | 0.105
麥芽調味乳,l,3.31,1,Taiwan EPA,2020,衛生福利部食品藥物管理署,麥芽調味乳 | l | 3.31
麥芽調味乳,公升(l),3.31,1,MOENV CFP,2020,衛生福利部食品藥物管理署,麥芽調味乳 | 公升(l) | 3.31
養殖石斑魚條凍,mt,7072.67,1,Taiwan EPA,2014,行政院農業委員會漁業署,養殖石斑魚條凍 | mt | 7072.67
養殖吳郭魚冷凍魚片,公噸(mt),4476.42,1,MOENV CFP,2014,行政院農業委員會漁業署,養殖吳郭魚冷凍魚片 | 公噸(mt) | 4476.42
養殖吳郭魚冷凍魚片,mt,4476.42,1,Taiwan EPA,2014,行政院農業委員會漁業署,養殖吳郭魚冷凍魚片 | mt | 4476.42
預拌混凝土(245kgf/cm2),m3,341.0,1,Taiwan EPA,2019,公路總局西部濱海公路南區臨時工程處,預拌混凝土(245kgf/cm2) | m3 | 341.0
雙壓工廠- 中高壓Dual Pressure (M/H) N2O排放係數（公斤/公噸硝酸）,t,9.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,雙壓工廠- 中高壓Dual Pressure (M/H) N2O排放係數（公斤/公噸硝酸） | t | 9.0
電極膠（Electrode paste) CO2排放係數（公噸/公噸還原劑）,t,3400.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,電極膠（Electrode paste) CO2排放係數（公噸/公噸還原劑） | t | 3400.0
頁岩油 / Shale Oil 固定燃燒排放係數,tj,73543.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,頁岩油 / Shale Oil 固定燃燒排放係數 | tj | 73543.0
順式全氟萘烷（Perfluorodecalin (cis) ） / Z-C10F18 溫暖化潛勢,kg,7240.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,順式全氟萘烷（Perfluorodecalin (cis) ） / Z-C10F18 溫暖化潛勢 | kg | 7240.0
預拌混凝土(140kgf/cm2),m3,217.0,1,Taiwan EPA,2019,公路總局西部濱海公路南區臨時工程處,預拌混凝土(140kgf/cm2) | m3 | 217.0
預拌混凝土(140kgf/cm2),m3,256.0,1,Taiwan EPA,2019,公路總局西部濱海公路南區臨時工程處,預拌混凝土(140kgf/cm2) | m3 | 256.0
預拌混凝土(210kgf/cm2),m3,256.0,1,Taiwan EPA,2019,公路總局西部濱海公路南區臨時工程處,預拌混凝土(210kgf/cm2) | m3 | 256.0
預拌混凝土(210kgf/cm2),m3,310.0,1,Taiwan EPA,2019,公路總局西部濱海公路南區臨時工程處,預拌混凝土(210kgf/cm2) | m3 | 310.0
預拌混凝土(280kgf/cm2),m3,306.0,1,Taiwan EPA,2019,公路總局西部濱海公路南區臨時工程處,預拌混凝土(280kgf/cm2) | m3 | 306.0
飛灰爐石粉(散裝),公噸(mt),48.19,1,MOENV CFP,2016,中聯資源股份有限公司,飛灰爐石粉(散裝) | 公噸(mt) | 48.19
預拌混凝土(280kgf/cm2),m3,355.0,1,Taiwan EPA,2019,公路總局西部濱海公路南區臨時工程處,預拌混凝土(280kgf/cm2) | m3 | 355.0
預拌混凝土(420kgf/cm2),m3,483.0,1,Taiwan EPA,2019,公路總局西部濱海公路南區臨時工程處,預拌混凝土(420kgf/cm2) | m3 | 483.0
預焙電極（Prebaked electrodes) CO2排放係數（公噸/公噸還原劑）,t,3540.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,預焙電極（Prebaked electrodes) CO2排放係數（公噸/公噸還原劑） | t | 3540.0
預設排放係數註1(Default Factor) CO2排放係數（公噸/公噸鋅）,t,1720.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,預設排放係數註1(Default Factor) CO2排放係數（公噸/公噸鋅） | t | 1720.0
飛灰爐石粉(太空包裝),mt,52.48,1,Taiwan EPA,2016,中聯資源股份有限公司,飛灰爐石粉(太空包裝) | mt | 52.48
飛灰爐石粉(太空包裝),公噸(mt),52.48,1,MOENV CFP,2016,中聯資源股份有限公司,飛灰爐石粉(太空包裝) | 公噸(mt) | 52.48
飛灰爐石粉(散裝),mt,46.8,1,Taiwan EPA,2022,中聯資源股份有限公司,飛灰爐石粉(散裝) | mt | 46.8
飛灰爐石粉(散裝),mt,48.19,1,Taiwan EPA,2016,中聯資源股份有限公司,飛灰爐石粉(散裝) | mt | 48.19
車用汽油(於移動源使用，2021),公升(l),2.92,1,MOENV CFP,2023,環境部,車用汽油(於移動源使用，2021) | 公升(l) | 2.92
車用汽油(於移動源使用，2020),公升(l),3.01,1,MOENV CFP,2022,環境部,車用汽油(於移動源使用，2020) | 公升(l) | 3.01
耐衝擊聚苯乙烯(HIPS),kg,2.55,1,Taiwan EPA,2020,環境部,耐衝擊聚苯乙烯(HIPS) | kg | 2.55
薄膜型太陽光電模組,piece,407.0,1,MOENV CFP,2018,經濟部標準檢驗局,薄膜型太陽光電模組 | piece | 407.0
自用小貨車(柴油),tkm,0.693,1,Taiwan EPA,2014,交通部運輸研究所,自用小貨車(柴油) | tkm | 0.693
自用小貨車(柴油),延噸公里(tkm),0.693,1,MOENV CFP,2014,交通部運輸研究所,自用小貨車(柴油) | 延噸公里(tkm) | 0.693
自用小貨車(汽油),tkm,0.7393,1,Taiwan EPA,2014,交通部運輸研究所,自用小貨車(汽油) | tkm | 0.7393
自用小貨車(汽油),延噸公里(tkm),0.7393,1,MOENV CFP,2014,交通部運輸研究所,自用小貨車(汽油) | 延噸公里(tkm) | 0.7393
自發性熱重組-天然氣(Autothermal reforming – natural gas) / 30.2 / 15.3 / 1 CO2（公噸/公噸氨氣）,t,1694.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,自發性熱重組-天然氣(Autothermal reforming – natural gas) / 30.2 / 15.3 / 1 CO2（公噸/公噸氨氣） | t | 1694.0
臺灣鐵路運輸服務(柴聯車),pkm,70.0,1,Taiwan EPA,2015,交通部鐵路改建工程局,臺灣鐵路運輸服務(柴聯車) | pkm | 70.0
臺灣鐵路運輸服務(柴聯車),延人公里(pkm),70.0,1,MOENV CFP,2015,交通部鐵路改建工程局,臺灣鐵路運輸服務(柴聯車) | 延人公里(pkm) | 70.0
臺灣鐵路運輸服務(電聯車),pkm,54.0,1,Taiwan EPA,2015,交通部鐵路改建工程局,臺灣鐵路運輸服務(電聯車) | pkm | 54.0
臺灣鐵路運輸服務(電聯車),延人公里(pkm),54.0,1,MOENV CFP,2015,交通部鐵路改建工程局,臺灣鐵路運輸服務(電聯車) | 延人公里(pkm) | 54.0
航空旅客運輸服務(松山-金門),pkm,0.281,1,Taiwan EPA,2018,環境部、交通部民用航空局、松山機場、金門機場、華信航空、台灣航勤,航空旅客運輸服務(松山-金門) | pkm | 0.281
航空旅客運輸服務(松山-金門),延人公里(pkm),0.281,1,MOENV CFP,2018,環境部、交通部民用航空局、松山機場、金門機場、華信航空、台灣航勤,航空旅客運輸服務(松山-金門) | 延人公里(pkm) | 0.281
航空汽油 / Aviation Gasoline 固定燃燒排放係數,tj,70243.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,航空汽油 / Aviation Gasoline 固定燃燒排放係數 | tj | 70243.0
航空燃油-汽油型 / Jet Gasoline 固定燃燒排放係數,tj,70243.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,航空燃油-汽油型 / Jet Gasoline 固定燃燒排放係數 | tj | 70243.0
航空燃油-煤油型 / Jet Kerosene 固定燃燒排放係數,tj,71743.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,航空燃油-煤油型 / Jet Kerosene 固定燃燒排放係數 | tj | 71743.0
航空貨物運輸服務,tkm,1.16,1,Taiwan EPA,2017,環境部,航空貨物運輸服務 | tkm | 1.16
航空貨物運輸服務,延噸公里(tkm),1.16,1,MOENV CFP,2017,環境部,航空貨物運輸服務 | 延噸公里(tkm) | 1.16
芝麻油,kg,1.4,1,Taiwan EPA,2017,環境部、福壽實業股份有限公司,芝麻油 | kg | 1.4
菱鎂礦（Magnesite） CO2排放係數 （公噸 /公噸初級鎂）,t,2830.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,菱鎂礦（Magnesite） CO2排放係數 （公噸 /公噸初級鎂） | t | 2830.0
萬用免釘膠,piece,0.59,1,Taiwan EPA,2017,南寶樹脂化學工廠股份有限公司(五廠)、臺南市環境保護局,萬用免釘膠 | piece | 0.59
自用小客車(汽油),延人公里(pkm),0.115,1,MOENV CFP,2014,交通部運輸研究所,自用小客車(汽油) | 延人公里(pkm) | 0.115
自用小客車(汽油),pkm,0.115,1,Taiwan EPA,2014,交通部運輸研究所,自用小客車(汽油) | pkm | 0.115
自用大貨車(柴油),延噸公里(tkm),0.2235,1,MOENV CFP,2014,交通部運輸研究所,自用大貨車(柴油) | 延噸公里(tkm) | 0.2235
聚酯樹脂混凝土管(管徑400mm),公尺(m),91.3,1,MOENV CFP,2017,中興工程顧問股份有限公司,聚酯樹脂混凝土管(管徑400mm) | 公尺(m) | 91.3
聚丁二烯橡膠,kg,2.99,1,Taiwan EPA,2015,環境部,聚丁二烯橡膠 | kg | 2.99
聚丙烯(PP),kg,1.95,1,Taiwan EPA,2023,環境部,聚丙烯(PP) | kg | 1.95
聚丙烯腈棉,kg,4.36,1,Taiwan EPA,2020,環境部,聚丙烯腈棉 | kg | 4.36
聚甲基丙烯酸甲酯,kg,4.19,1,Taiwan EPA,2015,環境部,聚甲基丙烯酸甲酯 | kg | 4.19
聚酯棉,kg,4.45,1,Taiwan EPA,2020,環境部,聚酯棉 | kg | 4.45
聚酯樹脂混凝土管(管徑300mm),m,55.2,1,Taiwan EPA,2017,中興工程顧問股份有限公司,聚酯樹脂混凝土管(管徑300mm) | m | 55.2
聚酯樹脂混凝土管(管徑300mm),公尺(m),55.2,1,MOENV CFP,2017,中興工程顧問股份有限公司,聚酯樹脂混凝土管(管徑300mm) | 公尺(m) | 55.2
聚酯樹脂混凝土管(管徑400mm),m,91.3,1,Taiwan EPA,2017,中興工程顧問股份有限公司,聚酯樹脂混凝土管(管徑400mm) | m | 91.3
聚酯樹脂混凝土管(管徑600mm),m,169.0,1,Taiwan EPA,2017,中興工程顧問股份有限公司,聚酯樹脂混凝土管(管徑600mm) | m | 169.0
自用大貨車(柴油),tkm,0.2235,1,Taiwan EPA,2014,交通部運輸研究所,自用大貨車(柴油) | tkm | 0.2235
聚酯樹脂混凝土管(管徑600mm),公尺(m),169.0,1,MOENV CFP,2017,中興工程顧問股份有限公司,聚酯樹脂混凝土管(管徑600mm) | 公尺(m) | 169.0
聚酯粒,kg,4.09,1,Taiwan EPA,2020,環境部,聚酯粒 | kg | 4.09
聚醯胺絲,kg,9.31,1,Taiwan EPA,2021,環境部,聚醯胺絲 | kg | 9.31
自充填混凝土(280kgf/cm2),m3,353.0,1,Taiwan EPA,2019,公路總局西部濱海公路南區臨時工程處,自充填混凝土(280kgf/cm2) | m3 | 353.0
自充填混凝土(350kgf/cm2),m3,393.0,1,Taiwan EPA,2019,公路總局西部濱海公路南區臨時工程處,自充填混凝土(350kgf/cm2) | m3 | 393.0
自充填混凝土(350kgf/cm2),m3,430.0,1,Taiwan EPA,2019,公路總局西部濱海公路南區臨時工程處,自充填混凝土(350kgf/cm2) | m3 | 430.0
自用大客車(柴油),pkm,0.0606,1,Taiwan EPA,2014,交通部運輸研究所,自用大客車(柴油) | pkm | 0.0606
自用大客車(柴油),延人公里(pkm),0.0606,1,MOENV CFP,2014,交通部運輸研究所,自用大客車(柴油) | 延人公里(pkm) | 0.0606
萬用免釘膠,支,0.59,1,MOENV CFP,2017,南寶樹脂化學工廠股份有限公司(五廠)、臺南市環境保護局,萬用免釘膠 | 支 | 0.59
薄膜型太陽光電模組,片,407.0,1,Taiwan EPA,2018,經濟部標準檢驗局,薄膜型太陽光電模組 | 片 | 407.0
車用汽油(於移動源使用，2020),l,3.01,1,Taiwan EPA,2022,環境部,車用汽油(於移動源使用，2020) | l | 3.01
衍生氣體 / 煤氣廠氣體 / Derived Gases / Gas Works Gas 固定燃燒排放係數,tj,44454.5,1,CCA GHG Factor Table,2024,環境部氣候變遷署,衍生氣體 / 煤氣廠氣體 / Derived Gases / Gas Works Gas 固定燃燒排放係數 | tj | 44454.5
車用汽油(於固定源使用，2020),公升(l),2.93,1,MOENV CFP,2022,環境部,車用汽油(於固定源使用，2020) | 公升(l) | 2.93
車用汽油(於固定源使用，2021),l,2.88,1,Taiwan EPA,2023,環境部,車用汽油(於固定源使用，2021) | l | 2.88
車用汽油(於固定源使用，2021),公升(l),2.88,1,MOENV CFP,2023,環境部,車用汽油(於固定源使用，2021) | 公升(l) | 2.88
車用汽油(於移動源使用，2012),l,3.1,1,Taiwan EPA,2014,環境部,車用汽油(於移動源使用，2012) | l | 3.1
車用汽油(於移動源使用，2012),公升(l),3.1,1,MOENV CFP,2014,環境部,車用汽油(於移動源使用，2012) | 公升(l) | 3.1
車用汽油(於移動源使用，2013),l,3.12,1,Taiwan EPA,2015,環境部,車用汽油(於移動源使用，2013) | l | 3.12
車用汽油(於移動源使用，2013),公升(l),3.12,1,MOENV CFP,2015,環境部,車用汽油(於移動源使用，2013) | 公升(l) | 3.12
車用汽油(於移動源使用，2014),l,3.1,1,Taiwan EPA,2016,環境部,車用汽油(於移動源使用，2014) | l | 3.1
車用汽油(於移動源使用，2014),公升(l),3.1,1,MOENV CFP,2016,環境部,車用汽油(於移動源使用，2014) | 公升(l) | 3.1
車用汽油(於移動源使用，2015),l,3.1,1,Taiwan EPA,2017,環境部,車用汽油(於移動源使用，2015) | l | 3.1
車用汽油(於移動源使用，2015),公升(l),3.1,1,MOENV CFP,2017,環境部,車用汽油(於移動源使用，2015) | 公升(l) | 3.1
車用汽油(於移動源使用，2016),l,3.01,1,Taiwan EPA,2018,環境部,車用汽油(於移動源使用，2016) | l | 3.01
車用汽油(於移動源使用，2016),公升(l),3.01,1,MOENV CFP,2018,環境部,車用汽油(於移動源使用，2016) | 公升(l) | 3.01
車用汽油(於移動源使用，2017),l,3.02,1,Taiwan EPA,2019,環境部,車用汽油(於移動源使用，2017) | l | 3.02
車用汽油(於移動源使用，2017),公升(l),3.02,1,MOENV CFP,2019,環境部,車用汽油(於移動源使用，2017) | 公升(l) | 3.02
車用汽油(於移動源使用，2018),l,3.01,1,Taiwan EPA,2020,環境部,車用汽油(於移動源使用，2018) | l | 3.01
車用汽油(於移動源使用，2018),公升(l),3.01,1,MOENV CFP,2020,環境部,車用汽油(於移動源使用，2018) | 公升(l) | 3.01
車用汽油(於移動源使用，2019),l,3.02,1,Taiwan EPA,2021,環境部,車用汽油(於移動源使用，2019) | l | 3.02
車用汽油(於移動源使用，2019),公升(l),3.02,1,MOENV CFP,2021,環境部,車用汽油(於移動源使用，2019) | 公升(l) | 3.02
車用汽油(於固定源使用，2020),l,2.93,1,Taiwan EPA,2022,環境部,車用汽油(於固定源使用，2020) | l | 2.93
車用汽油(於固定源使用，2019),公升(l),2.93,1,MOENV CFP,2021,環境部,車用汽油(於固定源使用，2019) | 公升(l) | 2.93
車用汽油(於固定源使用，2019),l,2.93,1,Taiwan EPA,2021,環境部,車用汽油(於固定源使用，2019) | l | 2.93
車用汽油(於固定源使用，2013),公升(l),3.03,1,MOENV CFP,2015,環境部,車用汽油(於固定源使用，2013) | 公升(l) | 3.03
褐煤 / Lignite 固定燃燒排放係數,tj,101425.5,1,CCA GHG Factor Table,2024,環境部氣候變遷署,褐煤 / Lignite 固定燃燒排放係數 | tj | 101425.5
褐煤塊 / Brown Coal Briquettes 固定燃燒排放係數,tj,97925.5,1,CCA GHG Factor Table,2024,環境部氣候變遷署,褐煤塊 / Brown Coal Briquettes 固定燃燒排放係數 | tj | 97925.5
角紙,kg,1.02,1,Taiwan EPA,2023,環境部,角紙 | kg | 1.02
豆漿(450ml，鋁箔包裝),盒,0.38,1,Taiwan EPA,2018,統一企業股份有限公司,豆漿(450ml，鋁箔包裝) | 盒 | 0.38
車用汽油 / Motor Gasoline 移動燃燒 CO2 排放係數,tj,69300.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,車用汽油 / Motor Gasoline 移動燃燒 CO2 排放係數 | tj | 69300.0
車用汽油(於固定源使用，2012),l,3.0,1,Taiwan EPA,2014,環境部,車用汽油(於固定源使用，2012) | l | 3.0
車用汽油(於固定源使用，2012),公升(l),3.0,1,MOENV CFP,2014,環境部,車用汽油(於固定源使用，2012) | 公升(l) | 3.0
車用汽油(於固定源使用，2013),l,3.03,1,Taiwan EPA,2015,環境部,車用汽油(於固定源使用，2013) | l | 3.03
車用汽油(於固定源使用，2014),l,3.02,1,Taiwan EPA,2016,環境部,車用汽油(於固定源使用，2014) | l | 3.02
車用汽油(於固定源使用，2018),公升(l),2.92,1,MOENV CFP,2020,環境部,車用汽油(於固定源使用，2018) | 公升(l) | 2.92
車用汽油(於固定源使用，2014),公升(l),3.02,1,MOENV CFP,2016,環境部,車用汽油(於固定源使用，2014) | 公升(l) | 3.02
車用汽油(於固定源使用，2015),l,3.02,1,Taiwan EPA,2017,環境部,車用汽油(於固定源使用，2015) | l | 3.02
車用汽油(於固定源使用，2015),公升(l),3.02,1,MOENV CFP,2017,環境部,車用汽油(於固定源使用，2015) | 公升(l) | 3.02
車用汽油(於固定源使用，2016),l,2.93,1,Taiwan EPA,2018,環境部,車用汽油(於固定源使用，2016) | l | 2.93
車用汽油(於固定源使用，2016),公升(l),2.93,1,MOENV CFP,2018,環境部,車用汽油(於固定源使用，2016) | 公升(l) | 2.93
車用汽油(於固定源使用，2017),l,2.93,1,Taiwan EPA,2019,環境部,車用汽油(於固定源使用，2017) | l | 2.93
車用汽油(於固定源使用，2017),公升(l),2.93,1,MOENV CFP,2019,環境部,車用汽油(於固定源使用，2017) | 公升(l) | 2.93
車用汽油(於固定源使用，2018),l,2.92,1,Taiwan EPA,2020,環境部,車用汽油(於固定源使用，2018) | l | 2.92
矽鐵（矽含量65%）(FeSi 65) CH4排放係數（公斤/公噸產品）,t,1.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,矽鐵（矽含量65%）(FeSi 65) CH4排放係數（公斤/公噸產品） | t | 1.0
液化石油氣(於固定源使用，2018),l,2.25,1,Taiwan EPA,2020,環境部,液化石油氣(於固定源使用，2018) | l | 2.25
矽錳（Silicomanganese) CO2排放係數（公噸/公噸產品）,t,1400.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,矽錳（Silicomanganese) CO2排放係數（公噸/公噸產品） | t | 1400.0
天然礦物製造(Natural soda ash production) CO2排放係數（公噸/公噸天然鹼礦（Trona））,t,97.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,天然礦物製造(Natural soda ash production) CO2排放係數（公噸/公噸天然鹼礦（Trona）） | t | 97.0
地質改良處理劑(太空包裝),公噸(mt),317.84,1,MOENV CFP,2016,中聯資源股份有限公司,地質改良處理劑(太空包裝) | 公噸(mt) | 317.84
地質改良處理劑(散裝),mt,313.55,1,Taiwan EPA,2016,中聯資源股份有限公司,地質改良處理劑(散裝) | mt | 313.55
地質改良處理劑(散裝),mt,359.0,1,Taiwan EPA,2022,中聯資源股份有限公司,地質改良處理劑(散裝) | mt | 359.0
地質改良處理劑(散裝),公噸(mt),313.55,1,MOENV CFP,2016,中聯資源股份有限公司,地質改良處理劑(散裝) | 公噸(mt) | 313.55
壓縮天然氣 / Compressed Natural Gas 移動燃燒 CO2 排放係數,tj,56100.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,壓縮天然氣 / Compressed Natural Gas 移動燃燒 CO2 排放係數 | tj | 56100.0
多晶矽太陽能電池,piece,3.14,1,MOENV CFP,2017,環境部、中美矽晶製品股份有限公司宜蘭分公司,多晶矽太陽能電池 | piece | 3.14
多晶矽太陽能電池,片,3.14,1,Taiwan EPA,2017,環境部、中美矽晶製品股份有限公司宜蘭分公司,多晶矽太陽能電池 | 片 | 3.14
多結晶矽電池太陽光電模組(60片6吋),piece,320.0,1,MOENV CFP,2019,經濟部標準檢驗局,多結晶矽電池太陽光電模組(60片6吋) | piece | 320.0
多結晶矽電池太陽光電模組(60片6吋),片,320.0,1,Taiwan EPA,2019,經濟部標準檢驗局,多結晶矽電池太陽光電模組(60片6吋) | 片 | 320.0
多結晶矽電池太陽光電模組(72片6吋),piece,336.0,1,MOENV CFP,2020,經濟部標準檢驗局,多結晶矽電池太陽光電模組(72片6吋) | piece | 336.0
多結晶矽電池太陽光電模組(72片6吋),片,336.0,1,Taiwan EPA,2020,經濟部標準檢驗局,多結晶矽電池太陽光電模組(72片6吋) | 片 | 336.0
天然氣 / Natural Gas 固定燃燒排放係數,tj,56154.5,1,CCA GHG Factor Table,2024,環境部氣候變遷署,天然氣 / Natural Gas 固定燃燒排放係數 | tj | 56154.5
天然氣 / Natural Gas 移動燃燒 CH4/N2O 排放係數,tj,3371.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,天然氣 / Natural Gas 移動燃燒 CH4/N2O 排放係數 | tj | 3371.0
天然礦物製造(Natural soda ash production) / 0.097 CO2排放係數（公噸/公噸碳酸鈉（soda ash））,t,138.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,天然礦物製造(Natural soda ash production) / 0.097 CO2排放係數（公噸/公噸碳酸鈉（soda ash）） | t | 138.0
奧里油 / Orimulsion 固定燃燒排放係數,tj,77243.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,奧里油 / Orimulsion 固定燃燒排放係數 | tj | 77243.0
國際海運貨物運輸服務(燃料油動力),延噸公里(tkm),0.0198,1,MOENV CFP,2016,環境部,國際海運貨物運輸服務(燃料油動力) | 延噸公里(tkm) | 0.0198
奶茶(250ml，鋁箔包裝),包,0.13,1,Taiwan EPA,2018,統一企業股份有限公司,奶茶(250ml，鋁箔包裝) | 包 | 0.13
奶茶(300ml，鋁箔包裝),包,0.14,1,Taiwan EPA,2018,統一企業股份有限公司,奶茶(300ml，鋁箔包裝) | 包 | 0.14
奶茶(375ml，鋁箔包裝),包,0.2,1,Taiwan EPA,2018,統一企業股份有限公司,奶茶(375ml，鋁箔包裝) | 包 | 0.2
容器 （無色玻璃）(Container (Flint)) CO2排放係數（公噸/公噸玻璃）,t,210.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,容器 （無色玻璃）(Container (Flint)) CO2排放係數（公噸/公噸玻璃） | t | 210.0
容器（琥珀/綠色）(Container (Amber/Green)) CO2排放係數（公噸/公噸玻璃）,t,210.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,容器（琥珀/綠色）(Container (Amber/Green)) CO2排放係數（公噸/公噸玻璃） | t | 210.0
密級配瀝青混凝土(1”/2),kg,0.0936,1,Taiwan EPA,2019,公路總局蘇花公路改善工程處,密級配瀝青混凝土(1”/2) | kg | 0.0936
密級配瀝青混凝土(3”/4),kg,0.0808,1,Taiwan EPA,2019,公路總局蘇花公路改善工程處,密級配瀝青混凝土(3”/4) | kg | 0.0808
封裝銅銲線,m,0.0171,1,Taiwan EPA,2018,環境部,封裝銅銲線 | m | 0.0171
封裝銅銲線,公尺(m),0.0171,1,MOENV CFP,2018,環境部,封裝銅銲線 | 公尺(m) | 0.0171
常規重組-天然氣(Conventional reforming – natural gas) / 30.2 / 15.3 / 1 CO2（公噸/公噸氨氣）,t,1694.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,常規重組-天然氣(Conventional reforming – natural gas) / 30.2 / 15.3 / 1 CO2（公噸/公噸氨氣） | t | 1694.0
平均值-天然氣(Average value – natural gas) / 37.5 / 15.3 / 1 CO2（公噸/公噸氨氣）,t,2104.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,平均值-天然氣(Average value – natural gas) / 37.5 / 15.3 / 1 CO2（公噸/公噸氨氣） | t | 2104.0
平均值-部分氧化(Average value – partial oxidation) / 42.5 / 21 / 1 CO2（公噸/公噸氨氣）,t,3273.0,1,CCA GHG Factor Table,2024,環境部氣候變遷署,平均值-部分氧化(Average value – partial oxidation) / 42.5 / 21 / 1 CO2（公噸/公噸氨氣） | t | 3273.0
廢(污)水處理服務(羅東地區水資源回收中心),m3,0.34,1,Taiwan EPA,2020,山林水環境工程股份有限公司,廢(污)水處理服務(羅東地區水資源回收中心) | m3 | 0.34
廢棄物固化清理服務(南部科學工業園區-台南園區),mt,649.1,1,Taiwan EPA,2014,南部科學工業園區管局台南園區資源再生中心,廢棄物固化清理服務(南部科學工業園區-台南園區) | mt | 649.1
地質改良處理劑(太空包裝),mt,317.84,1,Taiwan EPA,2016,中聯資源股份有限公司,地質改良處理劑(太空包裝) | mt | 317.84
國際海運貨物運輸服務(燃料油動力),tkm,0.0198,1,Taiwan EPA,2016,環境部,國際海運貨物運輸服務(燃料油動力) | tkm | 0.0198
廢棄物掩埋清理服務(南部科學工業園區-台南園區),mt,7.07,1,Taiwan EPA,2014,南部科學工業園區管局台南園區資源再生中心,廢棄物掩埋清理服務(南部科學工業園區-台南園區) | mt | 7.07
